SettlementDate,SettlementPeriod,Demand
2022-01-15,22,37376
2022-01-15,23,37458
2022-01-15,24,37728
2022-01-15,25,38003
2022-01-15,26,37908
2022-01-15,27,37722
2022-01-15,28,37418
2022-01-15,29,37493
2022-01-15,30,37494
2022-01-15,31,37146
2022-01-15,32,37423
2022-01-15,33,38519
2022-01-15,34,40391
2022-01-15,35,41618
2022-01-15,36,41726
2022-01-15,37,41074
2022-01-15,38,40615
2022-01-15,39,39380
2022-01-15,40,38259
2022-01-15,41,36757
2022-01-15,42,35197
2022-01-15,43,33965
2022-01-15,44,33072
2022-01-15,45,31801
2022-01-15,46,30647
2022-01-15,47,28914
2022-01-15,48,27984
2022-01-16,1,27754
2022-01-16,2,28235
2022-01-16,3,27823
2022-01-16,4,27385
2022-01-16,5,26890
2022-01-16,6,26591
2022-01-16,7,26043
2022-01-16,8,25480
2022-01-16,9,25714
2022-01-16,10,25663
2022-01-16,11,25791
2022-01-16,12,26009
2022-01-16,13,26250
2022-01-16,14,27055
2022-01-16,15,28360
2022-01-16,16,28583
2022-01-16,17,29027
2022-01-16,18,30444
2022-01-16,19,31657
2022-01-16,20,32598
2022-01-16,21,33529
2022-01-16,22,34265
2022-01-16,23,34190
2022-01-16,24,34234
2022-01-16,25,34637
2022-01-16,26,35061
2022-01-16,27,35173
2022-01-16,28,35236
2022-01-16,29,35557
2022-01-16,30,36024
2022-01-16,31,36402
2022-01-16,32,37241
2022-01-16,33,38781
2022-01-16,34,40641
2022-01-16,35,41622
2022-01-16,36,41717
2022-01-16,37,41220
2022-01-16,38,40194
2022-01-16,39,38705
2022-01-16,40,37548
2022-01-16,41,36044
2022-01-16,42,34782
2022-01-16,43,33635
2022-01-16,44,32403
2022-01-16,45,32352
2022-01-16,46,31036
2022-01-16,47,30154
2022-01-16,48,29156
2022-01-17,1,28957
2022-01-17,2,29387
2022-01-17,3,29505
2022-01-17,4,28900
2022-01-17,5,28670
2022-01-17,6,28555
2022-01-17,7,28169
2022-01-17,8,27892
2022-01-17,9,28093
2022-01-17,10,27974
2022-01-17,11,28222
2022-01-17,12,29496
2022-01-17,13,32045
2022-01-17,14,35079
2022-01-17,15,38029
2022-01-17,16,39801
2022-01-17,17,40361
2022-01-17,18,40992
2022-01-17,19,41802
2022-01-17,20,41760
2022-01-17,21,41739
2022-01-17,22,41069
2022-01-17,23,39632
2022-01-17,24,38999
2022-01-17,25,38762
2022-01-17,26,38680
2022-01-17,27,38681
2022-01-17,28,38489
2022-01-17,29,38698
2022-01-17,30,38732
2022-01-17,31,39803
2022-01-17,32,41282
2022-01-17,33,42472
2022-01-17,34,43534
2022-01-17,35,44655
2022-01-17,36,44687
2022-01-17,37,44260
2022-01-17,38,44255
2022-01-17,39,43763
2022-01-17,40,42556
2022-01-17,41,40952
2022-01-17,42,39451
2022-01-17,43,37808
2022-01-17,44,35864
2022-01-17,45,33806
2022-01-17,46,32022
2022-01-17,47,30554
2022-01-17,48,29743
2022-01-18,1,29372
2022-01-18,2,29975
2022-01-18,3,30109
2022-01-18,4,29838
2022-01-18,5,30104
2022-01-18,6,29955
2022-01-18,7,29914
2022-01-18,8,29919
2022-01-18,9,29993
2022-01-18,10,30070
2022-01-18,11,30110
2022-01-18,12,31372
2022-01-18,13,34074
2022-01-18,14,36704
2022-01-18,15,38640
2022-01-18,16,40562
2022-01-18,17,41243
2022-01-18,18,41839
2022-01-18,19,42371
2022-01-18,20,42154
2022-01-18,21,41922
2022-01-18,22,41265
2022-01-18,23,41035
2022-01-18,24,40863
2022-01-18,25,40707
2022-01-18,26,40388
2022-01-18,27,40632
2022-01-18,28,40556
2022-01-18,29,40611
2022-01-18,30,40828
2022-01-18,31,41111
2022-01-18,32,41837
2022-01-18,33,42463
2022-01-18,34,43862
2022-01-18,35,45262
2022-01-18,36,45094
2022-01-18,37,45132
2022-01-18,38,44534
2022-01-18,39,42862
2022-01-18,40,41804
2022-01-18,41,40598
2022-01-18,42,38975
2022-01-18,43,37124
2022-01-18,44,35051
2022-01-18,45,32860
2022-01-18,46,30905
2022-01-18,47,29214
2022-01-18,48,27870
2022-01-19,1,27956
2022-01-19,2,28282
2022-01-19,3,28878
2022-01-19,4,28594
2022-01-19,5,28200
2022-01-19,6,27905
2022-01-19,7,27728
2022-01-19,8,27258
2022-01-19,9,27242
2022-01-19,10,27048
2022-01-19,11,27781
2022-01-19,12,28934
2022-01-19,13,31328
2022-01-19,14,34190
2022-01-19,15,36964
2022-01-19,16,39049
2022-01-19,17,40159
2022-01-19,18,40557
2022-01-19,19,41172
2022-01-19,20,41057
2022-01-19,21,40534
2022-01-19,22,40028
2022-01-19,23,40034
2022-01-19,24,39638
2022-01-19,25,39435
2022-01-19,26,39241
2022-01-19,27,39521
2022-01-19,28,39340
2022-01-19,29,39188
2022-01-19,30,39463
2022-01-19,31,40048
2022-01-19,32,41294
2022-01-19,33,42261
2022-01-19,34,43728
2022-01-19,35,44066
2022-01-19,36,44361
2022-01-19,37,44105
2022-01-19,38,43671
2022-01-19,39,41995
2022-01-19,40,40674
2022-01-19,41,39972
2022-01-19,42,38627
2022-01-19,43,37002
2022-01-19,44,35243
2022-01-19,45,34124
2022-01-19,46,32476
2022-01-19,47,30506
2022-01-19,48,30222
2022-01-20,1,29457
2022-01-20,2,29969
2022-01-20,3,29879
2022-01-20,4,29445
2022-01-20,5,29253
2022-01-20,6,28826
2022-01-20,7,28664
2022-01-20,8,28889
2022-01-20,9,28615
2022-01-20,10,28676
2022-01-20,11,28712
2022-01-20,12,29586
2022-01-20,13,32851
2022-01-20,14,36136
2022-01-20,15,39416
2022-01-20,16,41138
2022-01-20,17,42301
2022-01-20,18,42692
2022-01-20,19,42578
2022-01-20,20,42121
2022-01-20,21,41911
2022-01-20,22,41420
2022-01-20,23,40444
2022-01-20,24,40129
2022-01-20,25,40363
2022-01-20,26,40448
2022-01-20,27,40555
2022-01-20,28,40760
2022-01-20,29,41353
2022-01-20,30,41600
2022-01-20,31,41285
2022-01-20,32,42114
2022-01-20,33,43429
2022-01-20,34,45011
2022-01-20,35,45969
2022-01-20,36,45954
2022-01-20,37,45681
2022-01-20,38,45158
2022-01-20,39,44589
2022-01-20,40,43413
2022-01-20,41,41563
2022-01-20,42,40454
2022-01-20,43,38828
2022-01-20,44,36881
2022-01-20,45,35192
2022-01-20,46,33546
2022-01-20,47,32235
2022-01-20,48,31572
2022-01-21,1,31263
2022-01-21,2,31774
2022-01-21,3,31647
2022-01-21,4,31069
2022-01-21,5,31035
2022-01-21,6,30450
2022-01-21,7,30660
2022-01-21,8,30260
2022-01-21,9,30657
2022-01-21,10,30725
2022-01-21,11,30893
2022-01-21,12,31308
2022-01-21,13,33695
2022-01-21,14,36722
2022-01-21,15,39903
2022-01-21,16,41787
2022-01-21,17,42114
2022-01-21,18,42398
2022-01-21,19,42572
2022-01-21,20,42163
2022-01-21,21,41924
2022-01-21,22,41896
2022-01-21,23,41998
2022-01-21,24,41850
2022-01-21,25,41815
2022-01-21,26,41796
2022-01-21,27,41926
2022-01-21,28,41641
2022-01-21,29,41074
2022-01-21,30,41192
2022-01-21,31,41199
2022-01-21,32,42004
2022-01-21,33,42796
2022-01-21,34,43871
2022-01-21,35,44866
2022-01-21,36,44630
2022-01-21,37,44315
2022-01-21,38,43432
2022-01-21,39,42474
2022-01-21,40,41157
2022-01-21,41,39701
2022-01-21,42,38073
2022-01-21,43,36576
2022-01-21,44,34889
2022-01-21,45,34257
2022-01-21,46,32665
2022-01-21,47,30296
2022-01-21,48,29098
2022-01-22,1,28642
2022-01-22,2,28825
2022-01-22,3,28644
2022-01-22,4,28142
2022-01-22,5,27766
2022-01-22,6,27477
2022-01-22,7,27507
2022-01-22,8,27528
2022-01-22,9,27540
2022-01-22,10,27370
2022-01-22,11,27349
2022-01-22,12,27750
2022-01-22,13,28308
2022-01-22,14,29281
2022-01-22,15,30618
2022-01-22,16,31822
2022-01-22,17,33009
2022-01-22,18,34110
2022-01-22,19,35388
2022-01-22,20,35834
2022-01-22,21,35980
2022-01-22,22,35800
2022-01-22,23,35892
2022-01-22,24,35934
2022-01-22,25,36139
2022-01-22,26,36292
2022-01-22,27,36248
2022-01-22,28,36209
2022-01-22,29,36280
2022-01-22,30,36462
2022-01-22,31,36801
2022-01-22,32,37474
2022-01-22,33,38552
2022-01-22,34,40015
2022-01-22,35,41499
2022-01-22,36,41420
2022-01-22,37,41090
2022-01-22,38,40229
2022-01-22,39,39312
2022-01-22,40,38118
2022-01-22,41,36787
2022-01-22,42,35554
2022-01-22,43,34290
2022-01-22,44,33012
2022-01-22,45,31497
2022-01-22,46,30208
2022-01-22,47,28729
2022-01-22,48,27870
2022-01-23,1,27483
2022-01-23,2,27930
2022-01-23,3,27485
2022-01-23,4,26770
2022-01-23,5,26261
2022-01-23,6,26080
2022-01-23,7,26121
2022-01-23,8,25797
2022-01-23,9,25530
2022-01-23,10,25388
2022-01-23,11,25081
2022-01-23,12,25208
2022-01-23,13,25647
2022-01-23,14,26386
2022-01-23,15,27035
2022-01-23,16,28014
2022-01-23,17,29501
2022-01-23,18,31281
2022-01-23,19,33057
2022-01-23,20,34355
2022-01-23,21,35386
2022-01-23,22,35815
2022-01-23,23,36340
2022-01-23,24,36914
2022-01-23,25,37519
2022-01-23,26,37943
2022-01-23,27,37842
2022-01-23,28,37655
2022-01-23,29,37526
2022-01-23,30,37597
2022-01-23,31,38266
2022-01-23,32,38840
2022-01-23,33,39945
2022-01-23,34,41591
2022-01-23,35,42900
2022-01-23,36,42855
2022-01-23,37,42108
2022-01-23,38,40970
2022-01-23,39,39598
2022-01-23,40,38324
2022-01-23,41,37136
2022-01-23,42,35764
2022-01-23,43,34386
2022-01-23,44,32695
2022-01-23,45,32376
2022-01-23,46,30815
2022-01-23,47,29654
2022-01-23,48,28990
2022-01-24,1,29147
2022-01-24,2,29876
2022-01-24,3,29658
2022-01-24,4,29170
2022-01-24,5,28973
2022-01-24,6,28675
2022-01-24,7,28517
2022-01-24,8,28250
2022-01-24,9,28301
2022-01-24,10,28032
2022-01-24,11,29208
2022-01-24,12,30425
2022-01-24,13,33105
2022-01-24,14,35824
2022-01-24,15,38291
2022-01-24,16,39984
2022-01-24,17,40492
2022-01-24,18,41270
2022-01-24,19,42407
2022-01-24,20,42537
2022-01-24,21,42520
2022-01-24,22,42828
2022-01-24,23,42871
2022-01-24,24,42870
2022-01-24,25,43086
2022-01-24,26,42746
2022-01-24,27,42088
2022-01-24,28,41589
2022-01-24,29,41547
2022-01-24,30,41173
2022-01-24,31,41587
2022-01-24,32,42410
2022-01-24,33,43148
2022-01-24,34,44319
2022-01-24,35,44992
2022-01-24,36,45027
2022-01-24,37,44470
2022-01-24,38,43643
2022-01-24,39,42594
2022-01-24,40,42083
2022-01-24,41,40452
2022-01-24,42,39071
2022-01-24,43,37720
2022-01-24,44,36064
2022-01-24,45,33986
2022-01-24,46,32131
2022-01-24,47,31746
2022-01-24,48,31410
2022-01-25,1,31351
2022-01-25,2,31478
2022-01-25,3,31808
2022-01-25,4,31319
2022-01-25,5,30989
2022-01-25,6,30780
2022-01-25,7,30384
2022-01-25,8,30132
2022-01-25,9,30291
2022-01-25,10,30417
2022-01-25,11,31012
2022-01-25,12,31905
2022-01-25,13,34133
2022-01-25,14,36628
2022-01-25,15,38665
2022-01-25,16,40434
2022-01-25,17,41077
2022-01-25,18,41576
2022-01-25,19,42689
2022-01-25,20,42991
2022-01-25,21,43102
2022-01-25,22,43112
2022-01-25,23,43367
2022-01-25,24,43407
2022-01-25,25,43725
2022-01-25,26,43630
2022-01-25,27,43902
2022-01-25,28,43593
2022-01-25,29,42843
2022-01-25,30,42782
2022-01-25,31,42525
2022-01-25,32,42706
2022-01-25,33,43665
2022-01-25,34,44817
2022-01-25,35,45487
2022-01-25,36,45415
2022-01-25,37,45105
2022-01-25,38,44479
2022-01-25,39,43785
2022-01-25,40,42417
2022-01-25,41,41093
2022-01-25,42,39792
2022-01-25,43,38947
2022-01-25,44,37242
2022-01-25,45,35509
2022-01-25,46,33277
2022-01-25,47,31165
2022-01-25,48,30080
2022-01-26,1,30358
2022-01-26,2,30867
2022-01-26,3,31064
2022-01-26,4,30663
2022-01-26,5,30304
2022-01-26,6,30013
2022-01-26,7,29748
2022-01-26,8,29414
2022-01-26,9,29228
2022-01-26,10,29303
2022-01-26,11,30254
2022-01-26,12,31175
2022-01-26,13,33373
2022-01-26,14,35993
2022-01-26,15,39151
2022-01-26,16,40685
2022-01-26,17,41361
2022-01-26,18,41838
2022-01-26,19,42660
2022-01-26,20,42560
2022-01-26,21,41557
2022-01-26,22,41365
2022-01-26,23,41596
2022-01-26,24,41083
2022-01-26,25,40874
2022-01-26,26,40470
2022-01-26,27,39856
2022-01-26,28,39562
2022-01-26,29,39582
2022-01-26,30,39850
2022-01-26,31,39775
2022-01-26,32,40655
2022-01-26,33,42239
2022-01-26,34,43608
2022-01-26,35,45226
2022-01-26,36,45391
2022-01-26,37,44637
2022-01-26,38,43864
2022-01-26,39,42565
2022-01-26,40,41105
2022-01-26,41,39479
2022-01-26,42,37580
2022-01-26,43,35904
2022-01-26,44,33681
2022-01-26,45,31414
2022-01-26,46,29366
2022-01-26,47,27778
2022-01-26,48,27071
2022-01-27,1,27239
2022-01-27,2,27677
2022-01-27,3,27461
2022-01-27,4,26984
2022-01-27,5,26649
2022-01-27,6,26487
2022-01-27,7,26309
2022-01-27,8,26138
2022-01-27,9,26040
2022-01-27,10,26041
2022-01-27,11,26629
2022-01-27,12,27676
2022-01-27,13,29716
2022-01-27,14,32178
2022-01-27,15,35362
2022-01-27,16,37437
2022-01-27,17,38980
2022-01-27,18,39684
2022-01-27,19,40265
2022-01-27,20,40445
2022-01-27,21,40064
2022-01-27,22,39773
2022-01-27,23,39409
2022-01-27,24,38866
2022-01-27,25,38650
2022-01-27,26,38313
2022-01-27,27,38263
2022-01-27,28,37560
2022-01-27,29,37342
2022-01-27,30,37757
2022-01-27,31,38509
2022-01-27,32,39766
2022-01-27,33,41051
2022-01-27,34,42425
2022-01-27,35,44140
2022-01-27,36,44424
2022-01-27,37,44004
2022-01-27,38,43471
2022-01-27,39,42194
2022-01-27,40,40964
2022-01-27,41,39538
2022-01-27,42,38688
2022-01-27,43,36902
2022-01-27,44,35346
2022-01-27,45,33234
2022-01-27,46,31514
2022-01-27,47,31268
2022-01-27,48,30496
2022-01-28,1,30180
2022-01-28,2,30258
2022-01-28,3,30125
2022-01-28,4,29623
2022-01-28,5,28962
2022-01-28,6,28613
2022-01-28,7,28685
2022-01-28,8,28814
2022-01-28,9,28871
2022-01-28,10,28928
2022-01-28,11,28849
2022-01-28,12,29980
2022-01-28,13,32439
2022-01-28,14,35012
2022-01-28,15,37556
2022-01-28,16,39015
2022-01-28,17,39172
2022-01-28,18,39795
2022-01-28,19,41084
2022-01-28,20,41257
2022-01-28,21,41731
2022-01-28,22,41405
2022-01-28,23,40878
2022-01-28,24,40201
2022-01-28,25,39893
2022-01-28,26,39651
2022-01-28,27,38924
2022-01-28,28,38466
2022-01-28,29,38423
2022-01-28,30,38266
2022-01-28,31,38636
2022-01-28,32,39241
2022-01-28,33,40135
2022-01-28,34,41509
2022-01-28,35,42914
2022-01-28,36,42981
2022-01-28,37,42332
2022-01-28,38,41350
2022-01-28,39,40196
2022-01-28,40,38635
2022-01-28,41,37067
2022-01-28,42,35355
2022-01-28,43,33411
2022-01-28,44,31804
2022-01-28,45,30291
2022-01-28,46,28716
2022-01-28,47,27430
2022-01-28,48,26524
2022-01-29,1,26957
2022-01-29,2,27432
2022-01-29,3,27349
2022-01-29,4,26580
2022-01-29,5,25828
2022-01-29,6,25486
2022-01-29,7,25141
2022-01-29,8,24900
2022-01-29,9,25254
2022-01-29,10,25154
2022-01-29,11,24511
2022-01-29,12,24655
2022-01-29,13,25485
2022-01-29,14,26182
2022-01-29,15,26881
2022-01-29,16,27478
2022-01-29,17,28105
2022-01-29,18,29299
2022-01-29,19,30467
2022-01-29,20,30952
2022-01-29,21,31228
2022-01-29,22,31407
2022-01-29,23,31305
2022-01-29,24,31220
2022-01-29,25,31103
2022-01-29,26,30767
2022-01-29,27,30353
2022-01-29,28,30254
2022-01-29,29,29896
2022-01-29,30,29909
2022-01-29,31,30343
2022-01-29,32,31104
2022-01-29,33,32367
2022-01-29,34,34198
2022-01-29,35,36785
2022-01-29,36,37761
2022-01-29,37,37851
2022-01-29,38,37207
2022-01-29,39,36665
2022-01-29,40,35658
2022-01-29,41,34401
2022-01-29,42,33504
2022-01-29,43,32382
2022-01-29,44,31443
2022-01-29,45,30298
2022-01-29,46,29238
2022-01-29,47,28044
2022-01-29,48,27182
2022-01-30,1,26638
2022-01-30,2,27062
2022-01-30,3,27176
2022-01-30,4,26705
2022-01-30,5,26204
2022-01-30,6,25875
2022-01-30,7,25489
2022-01-30,8,25122
2022-01-30,9,24469
2022-01-30,10,24026
2022-01-30,11,24089
2022-01-30,12,24486
2022-01-30,13,25430
2022-01-30,14,26090
2022-01-30,15,27202
2022-01-30,16,28286
2022-01-30,17,29732
2022-01-30,18,30674
2022-01-30,19,31542
2022-01-30,20,31780
2022-01-30,21,32004
2022-01-30,22,31832
2022-01-30,23,31420
2022-01-30,24,31208
2022-01-30,25,31404
2022-01-30,26,31239
2022-01-30,27,30902
2022-01-30,28,31246
2022-01-30,29,31604
2022-01-30,30,32325
2022-01-30,31,33369
2022-01-30,32,34367
2022-01-30,33,35772
2022-01-30,34,37747
2022-01-30,35,39204
2022-01-30,36,39621
2022-01-30,37,39173
2022-01-30,38,37986
2022-01-30,39,36334
2022-01-30,40,34872
2022-01-30,41,33599
2022-01-30,42,31878
2022-01-30,43,30442
2022-01-30,44,28821
2022-01-30,45,28368
2022-01-30,46,26965
2022-01-30,47,26129
2022-01-30,48,25760
2022-01-31,1,25574
2022-01-31,2,26127
2022-01-31,3,26192
2022-01-31,4,25599
2022-01-31,5,25233
2022-01-31,6,24898
2022-01-31,7,24709
2022-01-31,8,24529
2022-01-31,9,24134
2022-01-31,10,24078
2022-01-31,11,25114
2022-01-31,12,26216
2022-01-31,13,28384
2022-01-31,14,31018
2022-01-31,15,33608
2022-01-31,16,35694
2022-01-31,17,36819
2022-01-31,18,37234
2022-01-31,19,37687
2022-01-31,20,37546
2022-01-31,21,37026
2022-01-31,22,36910
2022-01-31,23,36720
2022-01-31,24,36642
2022-01-31,25,36937
2022-01-31,26,36965
2022-01-31,27,36783
2022-01-31,28,36777
2022-01-31,29,36772
2022-01-31,30,37013
2022-01-31,31,37869
2022-01-31,32,39360
2022-01-31,33,40826
2022-01-31,34,42281
2022-01-31,35,44073
2022-01-31,36,44280
2022-01-31,37,43723
2022-01-31,38,42960
2022-01-31,39,41493
2022-01-31,40,40417
2022-01-31,41,39065
2022-01-31,42,37274
2022-01-31,43,35400
2022-01-31,44,33254
2022-01-31,45,30996
2022-01-31,46,28781
2022-01-31,47,26624
2022-01-31,48,25187
2022-02-01,1,25313
2022-02-01,2,25732
2022-02-01,3,25995
2022-02-01,4,25719
2022-02-01,5,25773
2022-02-01,6,25665
2022-02-01,7,25323
2022-02-01,8,25224
2022-02-01,9,25590
2022-02-01,10,25659
2022-02-01,11,25529
2022-02-01,12,26262
2022-02-01,13,28016
2022-02-01,14,30643
2022-02-01,15,33209
2022-02-01,16,34695
2022-02-01,17,35449
2022-02-01,18,35720
2022-02-01,19,36151
2022-02-01,20,35609
2022-02-01,21,34604
2022-02-01,22,34032
2022-02-01,23,33456
2022-02-01,24,32811
2022-02-01,25,32865
2022-02-01,26,32783
2022-02-01,27,32871
2022-02-01,28,32931
2022-02-01,29,33630
2022-02-01,30,33914
2022-02-01,31,33986
2022-02-01,32,34918
2022-02-01,33,36035
2022-02-01,34,37598
2022-02-01,35,39880
2022-02-01,36,40835
2022-02-01,37,40394
2022-02-01,38,39576
2022-02-01,39,38765
2022-02-01,40,37649
2022-02-01,41,36403
2022-02-01,42,34876
2022-02-01,43,33197
2022-02-01,44,31099
2022-02-01,45,29445
2022-02-01,46,28021
2022-02-01,47,26454
2022-02-01,48,25703
2022-02-02,1,25787
2022-02-02,2,25923
2022-02-02,3,26501
2022-02-02,4,26567
2022-02-02,5,26066
2022-02-02,6,25774
2022-02-02,7,25594
2022-02-02,8,25231
2022-02-02,9,24830
2022-02-02,10,24723
2022-02-02,11,25783
2022-02-02,12,26938
2022-02-02,13,29485
2022-02-02,14,32262
2022-02-02,15,35313
2022-02-02,16,36604
2022-02-02,17,37526
2022-02-02,18,37787
2022-02-02,19,38544
2022-02-02,20,38507
2022-02-02,21,38426
2022-02-02,22,38042
2022-02-02,23,37744
2022-02-02,24,37633
2022-02-02,25,37130
2022-02-02,26,36923
2022-02-02,27,36774
2022-02-02,28,36594
2022-02-02,29,36515
2022-02-02,30,36701
2022-02-02,31,37119
2022-02-02,32,37988
2022-02-02,33,39004
2022-02-02,34,40290
2022-02-02,35,42309
2022-02-02,36,42820
2022-02-02,37,42211
2022-02-02,38,41701
2022-02-02,39,40776
2022-02-02,40,39548
2022-02-02,41,38173
2022-02-02,42,36260
2022-02-02,43,34429
2022-02-02,44,32696
2022-02-02,45,30958
2022-02-02,46,29080
2022-02-02,47,26941
2022-02-02,48,25886
2022-02-03,1,26072
2022-02-03,2,26260
2022-02-03,3,25818
2022-02-03,4,25861
2022-02-03,5,26102
2022-02-03,6,25765
2022-02-03,7,25141
2022-02-03,8,25092
2022-02-03,9,25143
2022-02-03,10,25318
2022-02-03,11,26026
2022-02-03,12,26918
2022-02-03,13,29760
2022-02-03,14,32364
2022-02-03,15,35178
2022-02-03,16,36969
2022-02-03,17,37900
2022-02-03,18,38174
2022-02-03,19,38282
2022-02-03,20,38194
2022-02-03,21,37955
2022-02-03,22,37680
2022-02-03,23,37699
2022-02-03,24,37548
2022-02-03,25,37691
2022-02-03,26,37603
2022-02-03,27,37880
2022-02-03,28,37379
2022-02-03,29,37154
2022-02-03,30,37376
2022-02-03,31,37323
2022-02-03,32,38222
2022-02-03,33,39289
2022-02-03,34,40693
2022-02-03,35,41877
2022-02-03,36,42394
2022-02-03,37,41949
2022-02-03,38,41144
2022-02-03,39,39981
2022-02-03,40,38938
2022-02-03,41,37662
2022-02-03,42,36346
2022-02-03,43,34336
2022-02-03,44,32499
2022-02-03,45,30733
2022-02-03,46,28940
2022-02-03,47,27333
2022-02-03,48,26324
2022-02-04,1,25811
2022-02-04,2,26216
2022-02-04,3,26035
2022-02-04,4,25748
2022-02-04,5,25054
2022-02-04,6,24987
2022-02-04,7,25217
2022-02-04,8,24677
2022-02-04,9,24618
2022-02-04,10,24995
2022-02-04,11,25239
2022-02-04,12,26627
2022-02-04,13,29275
2022-02-04,14,31725
2022-02-04,15,33686
2022-02-04,16,35375
2022-02-04,17,37166
2022-02-04,18,37746
2022-02-04,19,38240
2022-02-04,20,37758
2022-02-04,21,36804
2022-02-04,22,36007
2022-02-04,23,34850
2022-02-04,24,34364
2022-02-04,25,34145
2022-02-04,26,33713
2022-02-04,27,34918
2022-02-04,28,34747
2022-02-04,29,34389
2022-02-04,30,34637
2022-02-04,31,34110
2022-02-04,32,35286
2022-02-04,33,36712
2022-02-04,34,38182
2022-02-04,35,40162
2022-02-04,36,41516
2022-02-04,37,41249
2022-02-04,38,40492
2022-02-04,39,39138
2022-02-04,40,38084
2022-02-04,41,36791
2022-02-04,42,35575
2022-02-04,43,33721
2022-02-04,44,32165
2022-02-04,45,30992
2022-02-04,46,29438
2022-02-04,47,27716
2022-02-04,48,26406
2022-02-05,1,25775
2022-02-05,2,26199
2022-02-05,3,26136
2022-02-05,4,25872
2022-02-05,5,26469
2022-02-05,6,26368
2022-02-05,7,26424
2022-02-05,8,26079
2022-02-05,9,25309
2022-02-05,10,25023
2022-02-05,11,25249
2022-02-05,12,25435
2022-02-05,13,26032
2022-02-05,14,27144
2022-02-05,15,28378
2022-02-05,16,29305
2022-02-05,17,29647
2022-02-05,18,30469
2022-02-05,19,31456
2022-02-05,20,31472
2022-02-05,21,31185
2022-02-05,22,30953
2022-02-05,23,30670
2022-02-05,24,30575
2022-02-05,25,30906
2022-02-05,26,30933
2022-02-05,27,30925
2022-02-05,28,31016
2022-02-05,29,30951
2022-02-05,30,31029
2022-02-05,31,31738
2022-02-05,32,32116
2022-02-05,33,33100
2022-02-05,34,34614
2022-02-05,35,36434
2022-02-05,36,37080
2022-02-05,37,36650
2022-02-05,38,35867
2022-02-05,39,35096
2022-02-05,40,33614
2022-02-05,41,32209
2022-02-05,42,31015
2022-02-05,43,29890
2022-02-05,44,29040
2022-02-05,45,28254
2022-02-05,46,27234
2022-02-05,47,27250
2022-02-05,48,26384
2022-02-06,1,26309
2022-02-06,2,26853
2022-02-06,3,26375
2022-02-06,4,25798
2022-02-06,5,25686
2022-02-06,6,25290
2022-02-06,7,25072
2022-02-06,8,24619
2022-02-06,9,24675
2022-02-06,10,24559
2022-02-06,11,24329
2022-02-06,12,24405
2022-02-06,13,25044
2022-02-06,14,25342
2022-02-06,15,25870
2022-02-06,16,26194
2022-02-06,17,27236
2022-02-06,18,28238
2022-02-06,19,28026
2022-02-06,20,29057
2022-02-06,21,29514
2022-02-06,22,29808
2022-02-06,23,29951
2022-02-06,24,30226
2022-02-06,25,30852
2022-02-06,26,31275
2022-02-06,27,31124
2022-02-06,28,30966
2022-02-06,29,31391
2022-02-06,30,31781
2022-02-06,31,32047
2022-02-06,32,32664
2022-02-06,33,33769
2022-02-06,34,35261
2022-02-06,35,37429
2022-02-06,36,38211
2022-02-06,37,37760
2022-02-06,38,36916
2022-02-06,39,35873
2022-02-06,40,34746
2022-02-06,41,33799
2022-02-06,42,32778
2022-02-06,43,31692
2022-02-06,44,30609
2022-02-06,45,28964
2022-02-06,46,28145
2022-02-06,47,26803
2022-02-06,48,26271
2022-02-07,1,26612
2022-02-07,2,26894
2022-02-07,3,26788
2022-02-07,4,26400
2022-02-07,5,25896
2022-02-07,6,25469
2022-02-07,7,24825
2022-02-07,8,24447
2022-02-07,9,24386
2022-02-07,10,24675
2022-02-07,11,25891
2022-02-07,12,27159
2022-02-07,13,29891
2022-02-07,14,32632
2022-02-07,15,35979
2022-02-07,16,37449
2022-02-07,17,38325
2022-02-07,18,38769
2022-02-07,19,39113
2022-02-07,20,38773
2022-02-07,21,38000
2022-02-07,22,37854
2022-02-07,23,37755
2022-02-07,24,37457
2022-02-07,25,37898
2022-02-07,26,37835
2022-02-07,27,37897
2022-02-07,28,37676
2022-02-07,29,37541
2022-02-07,30,37306
2022-02-07,31,38100
2022-02-07,32,39016
2022-02-07,33,39642
2022-02-07,34,40908
2022-02-07,35,42674
2022-02-07,36,43357
2022-02-07,37,43327
2022-02-07,38,42529
2022-02-07,39,41047
2022-02-07,40,39295
2022-02-07,41,37722
2022-02-07,42,36143
2022-02-07,43,34429
2022-02-07,44,32541
2022-02-07,45,30418
2022-02-07,46,28377
2022-02-07,47,27527
2022-02-07,48,26669
2022-02-08,1,26399
2022-02-08,2,26901
2022-02-08,3,26692
2022-02-08,4,26237
2022-02-08,5,25813
2022-02-08,6,25617
2022-02-08,7,25272
2022-02-08,8,25067
2022-02-08,9,25226
2022-02-08,10,25382
2022-02-08,11,25958
2022-02-08,12,26987
2022-02-08,13,29372
2022-02-08,14,31899
2022-02-08,15,33640
2022-02-08,16,35045
2022-02-08,17,35977
2022-02-08,18,36234
2022-02-08,19,37387
2022-02-08,20,37124
2022-02-08,21,37021
2022-02-08,22,36888
2022-02-08,23,36443
2022-02-08,24,36252
2022-02-08,25,36245
2022-02-08,26,36486
2022-02-08,27,36170
2022-02-08,28,36105
2022-02-08,29,36101
2022-02-08,30,36090
2022-02-08,31,36150
2022-02-08,32,36947
2022-02-08,33,37896
2022-02-08,34,39435
