SettlementDate,SettlementPeriod,Demand
2016-07-31,1,22148
2016-07-31,2,21446
2016-07-31,3,21358
2016-07-31,4,21279
2016-07-31,5,21443
2016-07-31,6,21335
2016-07-31,7,21155
2016-07-31,8,21172
2016-07-31,9,21189
2016-07-31,10,21043
2016-07-31,11,20745
2016-07-31,12,20390
2016-07-31,13,20589
2016-07-31,14,20777
2016-07-31,15,20969
2016-07-31,16,21145
2016-07-31,17,21521
2016-07-31,18,22161
2016-07-31,19,22940
2016-07-31,20,23386
2016-07-31,21,23836
2016-07-31,22,24160
2016-07-31,23,24266
2016-07-31,24,24495
2016-07-31,25,24807
2016-07-31,26,24909
2016-07-31,27,24681
2016-07-31,28,24359
2016-07-31,29,24039
2016-07-31,30,24004
2016-07-31,31,24136
2016-07-31,32,24299
2016-07-31,33,24805
2016-07-31,34,25574
2016-07-31,35,26564
2016-07-31,36,27194
2016-07-31,37,27680
2016-07-31,38,27884
2016-07-31,39,28200
2016-07-31,40,28302
2016-07-31,41,28386
2016-07-31,42,28359
2016-07-31,43,28804
2016-07-31,44,28769
2016-07-31,45,27895
2016-07-31,46,26439
2016-07-31,47,24878
2016-07-31,48,23530
2016-08-01,1,22449
2016-08-01,2,21871
2016-08-01,3,21973
2016-08-01,4,21926
2016-08-01,5,21705
2016-08-01,6,21620
2016-08-01,7,21779
2016-08-01,8,21745
2016-08-01,9,21826
2016-08-01,10,21936
2016-08-01,11,22131
2016-08-01,12,22217
2016-08-01,13,23550
2016-08-01,14,25411
2016-08-01,15,27769
2016-08-01,16,29196
2016-08-01,17,30628
2016-08-01,18,31466
2016-08-01,19,32090
2016-08-01,20,32282
2016-08-01,21,32357
2016-08-01,22,32460
2016-08-01,23,32579
2016-08-01,24,32622
2016-08-01,25,32936
2016-08-01,26,33006
2016-08-01,27,32850
2016-08-01,28,32756
2016-08-01,29,32736
2016-08-01,30,32682
2016-08-01,31,32765
2016-08-01,32,33008
2016-08-01,33,33582
2016-08-01,34,34347
2016-08-01,35,34853
2016-08-01,36,35253
2016-08-01,37,35182
2016-08-01,38,34936
2016-08-01,39,34579
2016-08-01,40,33871
2016-08-01,41,33340
2016-08-01,42,32747
2016-08-01,43,32660
2016-08-01,44,31753
2016-08-01,45,30304
2016-08-01,46,28330
2016-08-01,47,26253
2016-08-01,48,25321
2016-08-02,1,24816
2016-08-02,2,24189
2016-08-02,3,23627
2016-08-02,4,23364
2016-08-02,5,22935
2016-08-02,6,22730
2016-08-02,7,22590
2016-08-02,8,22565
2016-08-02,9,22605
2016-08-02,10,22665
2016-08-02,11,22908
2016-08-02,12,23324
2016-08-02,13,24781
2016-08-02,14,26026
2016-08-02,15,28498
2016-08-02,16,30364
2016-08-02,17,32083
2016-08-02,18,33107
2016-08-02,19,33880
2016-08-02,20,34031
2016-08-02,21,34090
2016-08-02,22,34135
2016-08-02,23,34184
2016-08-02,24,34275
2016-08-02,25,34347
2016-08-02,26,34075
2016-08-02,27,33842
2016-08-02,28,33624
2016-08-02,29,33591
2016-08-02,30,33470
2016-08-02,31,33589
2016-08-02,32,33965
2016-08-02,33,34395
2016-08-02,34,35146
2016-08-02,35,35672
2016-08-02,36,35647
2016-08-02,37,35405
2016-08-02,38,35008
2016-08-02,39,34466
2016-08-02,40,33711
2016-08-02,41,33206
2016-08-02,42,32665
2016-08-02,43,32497
2016-08-02,44,31444
2016-08-02,45,29796
2016-08-02,46,27738
2016-08-02,47,25801
2016-08-02,48,24134
2016-08-03,1,23508
2016-08-03,2,23573
2016-08-03,3,23108
2016-08-03,4,22728
2016-08-03,5,22410
2016-08-03,6,22147
2016-08-03,7,21905
2016-08-03,8,21895
2016-08-03,9,21774
2016-08-03,10,21840
2016-08-03,11,22125
2016-08-03,12,22324
2016-08-03,13,23186
2016-08-03,14,24818
2016-08-03,15,27084
2016-08-03,16,28754
2016-08-03,17,30001
2016-08-03,18,30492
2016-08-03,19,30608
2016-08-03,20,30312
2016-08-03,21,29791
2016-08-03,22,29635
2016-08-03,23,29460
2016-08-03,24,29490
2016-08-03,25,29374
2016-08-03,26,28952
2016-08-03,27,28687
2016-08-03,28,28370
2016-08-03,29,28242
2016-08-03,30,28045
2016-08-03,31,28144
2016-08-03,32,28569
2016-08-03,33,29171
2016-08-03,34,29967
2016-08-03,35,30681
2016-08-03,36,31052
2016-08-03,37,30989
2016-08-03,38,31024
2016-08-03,39,30890
2016-08-03,40,30802
2016-08-03,41,30552
2016-08-03,42,30309
2016-08-03,43,30609
2016-08-03,44,29840
2016-08-03,45,28375
2016-08-03,46,26464
2016-08-03,47,24477
2016-08-03,48,22622
2016-08-04,1,21907
2016-08-04,2,21731
2016-08-04,3,21280
2016-08-04,4,21167
2016-08-04,5,20975
2016-08-04,6,20750
2016-08-04,7,20632
2016-08-04,8,20563
2016-08-04,9,20743
2016-08-04,10,20973
2016-08-04,11,21148
2016-08-04,12,21639
2016-08-04,13,22483
2016-08-04,14,24285
2016-08-04,15,26573
2016-08-04,16,28212
2016-08-04,17,29590
2016-08-04,18,30177
2016-08-04,19,30662
2016-08-04,20,30626
2016-08-04,21,30506
2016-08-04,22,30361
2016-08-04,23,30252
2016-08-04,24,30524
2016-08-04,25,30622
2016-08-04,26,30369
2016-08-04,27,30276
2016-08-04,28,30318
2016-08-04,29,30318
2016-08-04,30,30394
2016-08-04,31,30444
2016-08-04,32,30457
2016-08-04,33,30760
2016-08-04,34,31170
2016-08-04,35,31982
2016-08-04,36,32450
2016-08-04,37,32453
2016-08-04,38,32450
2016-08-04,39,32306
2016-08-04,40,32313
2016-08-04,41,32077
2016-08-04,42,31874
2016-08-04,43,32227
2016-08-04,44,31649
2016-08-04,45,30353
2016-08-04,46,28592
2016-08-04,47,26627
2016-08-04,48,24942
2016-08-05,1,24226
2016-08-05,2,23780
2016-08-05,3,23327
2016-08-05,4,22943
2016-08-05,5,23009
2016-08-05,6,22692
2016-08-05,7,22509
2016-08-05,8,22487
2016-08-05,9,22455
2016-08-05,10,22618
2016-08-05,11,22922
2016-08-05,12,23305
2016-08-05,13,24309
2016-08-05,14,25872
2016-08-05,15,28040
2016-08-05,16,29561
2016-08-05,17,30940
2016-08-05,18,31545
2016-08-05,19,32139
2016-08-05,20,31828
2016-08-05,21,31641
2016-08-05,22,31333
2016-08-05,23,31222
2016-08-05,24,30864
2016-08-05,25,30795
2016-08-05,26,30538
2016-08-05,27,29962
2016-08-05,28,29306
2016-08-05,29,28961
2016-08-05,30,28900
2016-08-05,31,28987
2016-08-05,32,29108
2016-08-05,33,29391
2016-08-05,34,30075
2016-08-05,35,30695
2016-08-05,36,31300
2016-08-05,37,31477
2016-08-05,38,31692
2016-08-05,39,31587
2016-08-05,40,31354
2016-08-05,41,30959
2016-08-05,42,30869
2016-08-05,43,31191
2016-08-05,44,30772
2016-08-05,45,29396
2016-08-05,46,27790
2016-08-05,47,26133
2016-08-05,48,24666
2016-08-06,1,23389
2016-08-06,2,23003
2016-08-06,3,22705
2016-08-06,4,22397
2016-08-06,5,22087
2016-08-06,6,21748
2016-08-06,7,21503
2016-08-06,8,21387
2016-08-06,9,21252
2016-08-06,10,21189
2016-08-06,11,21149
2016-08-06,12,20927
2016-08-06,13,21432
2016-08-06,14,21701
2016-08-06,15,23036
2016-08-06,16,24198
2016-08-06,17,25246
2016-08-06,18,25902
2016-08-06,19,26528
2016-08-06,20,26448
2016-08-06,21,26280
2016-08-06,22,25987
2016-08-06,23,25737
2016-08-06,24,25361
2016-08-06,25,24984
2016-08-06,26,24550
2016-08-06,27,23933
2016-08-06,28,23470
2016-08-06,29,23132
2016-08-06,30,22799
2016-08-06,31,22780
2016-08-06,32,23235
2016-08-06,33,23782
2016-08-06,34,24717
2016-08-06,35,25806
2016-08-06,36,26576
2016-08-06,37,27140
2016-08-06,38,27484
2016-08-06,39,27548
2016-08-06,40,27359
2016-08-06,41,27281
2016-08-06,42,27201
2016-08-06,43,27724
2016-08-06,44,27277
2016-08-06,45,26027
2016-08-06,46,24558
2016-08-06,47,23160
2016-08-06,48,21850
2016-08-07,1,21239
2016-08-07,2,20711
2016-08-07,3,20441
2016-08-07,4,20201
2016-08-07,5,19940
2016-08-07,6,19482
2016-08-07,7,19333
2016-08-07,8,19125
2016-08-07,9,18963
2016-08-07,10,18937
2016-08-07,11,18986
2016-08-07,12,18730
2016-08-07,13,19007
2016-08-07,14,19360
2016-08-07,15,19937
2016-08-07,16,20361
2016-08-07,17,21000
2016-08-07,18,21810
2016-08-07,19,22222
2016-08-07,20,22834
2016-08-07,21,22878
2016-08-07,22,22619
2016-08-07,23,22547
2016-08-07,24,22367
2016-08-07,25,22209
2016-08-07,26,21886
2016-08-07,27,21347
2016-08-07,28,20767
2016-08-07,29,20489
2016-08-07,30,20250
2016-08-07,31,20297
2016-08-07,32,20696
2016-08-07,33,21294
2016-08-07,34,22224
2016-08-07,35,23328
2016-08-07,36,24161
2016-08-07,37,24957
2016-08-07,38,25526
2016-08-07,39,25880
2016-08-07,40,25895
2016-08-07,41,25998
2016-08-07,42,26324
2016-08-07,43,26910
2016-08-07,44,26312
2016-08-07,45,25176
2016-08-07,46,23454
2016-08-07,47,21916
2016-08-07,48,21006
2016-08-08,1,20453
2016-08-08,2,19987
2016-08-08,3,19599
2016-08-08,4,19575
2016-08-08,5,19462
2016-08-08,6,19235
2016-08-08,7,19220
2016-08-08,8,19312
2016-08-08,9,19415
2016-08-08,10,19655
2016-08-08,11,20345
2016-08-08,12,20659
2016-08-08,13,21652
2016-08-08,14,23148
2016-08-08,15,25197
2016-08-08,16,26605
2016-08-08,17,28159
2016-08-08,18,28766
2016-08-08,19,29307
2016-08-08,20,29282
2016-08-08,21,28909
2016-08-08,22,28789
2016-08-08,23,28488
2016-08-08,24,28445
2016-08-08,25,28594
2016-08-08,26,28495
2016-08-08,27,28376
2016-08-08,28,28164
2016-08-08,29,28143
2016-08-08,30,28268
2016-08-08,31,28535
2016-08-08,32,29006
2016-08-08,33,29454
2016-08-08,34,30146
2016-08-08,35,31006
2016-08-08,36,31454
2016-08-08,37,31669
2016-08-08,38,31824
2016-08-08,39,31750
2016-08-08,40,31666
2016-08-08,41,31473
2016-08-08,42,31475
2016-08-08,43,31888
2016-08-08,44,31194
2016-08-08,45,29769
2016-08-08,46,27887
2016-08-08,47,25880
2016-08-08,48,24574
2016-08-09,1,23686
2016-08-09,2,23034
2016-08-09,3,22685
2016-08-09,4,22532
2016-08-09,5,22216
2016-08-09,6,21878
2016-08-09,7,21701
2016-08-09,8,21675
2016-08-09,9,21701
2016-08-09,10,21736
2016-08-09,11,21897
2016-08-09,12,22039
2016-08-09,13,23666
2016-08-09,14,25114
2016-08-09,15,27500
2016-08-09,16,28786
2016-08-09,17,29859
2016-08-09,18,30242
2016-08-09,19,30443
2016-08-09,20,30208
2016-08-09,21,29957
2016-08-09,22,29722
2016-08-09,23,29567
2016-08-09,24,29761
2016-08-09,25,30015
2016-08-09,26,29926
2016-08-09,27,29844
2016-08-09,28,29604
2016-08-09,29,29655
2016-08-09,30,29740
2016-08-09,31,29639
2016-08-09,32,30003
2016-08-09,33,30707
2016-08-09,34,31537
2016-08-09,35,32344
2016-08-09,36,32746
2016-08-09,37,32717
2016-08-09,38,32892
2016-08-09,39,32805
2016-08-09,40,32605
2016-08-09,41,32525
2016-08-09,42,32508
2016-08-09,43,32899
2016-08-09,44,31966
2016-08-09,45,30408
2016-08-09,46,28595
2016-08-09,47,26574
2016-08-09,48,25066
2016-08-10,1,24037
2016-08-10,2,23442
2016-08-10,3,23331
2016-08-10,4,23394
2016-08-10,5,23077
2016-08-10,6,22731
2016-08-10,7,22616
2016-08-10,8,22582
2016-08-10,9,22588
2016-08-10,10,22704
2016-08-10,11,23218
2016-08-10,12,23369
2016-08-10,13,24469
2016-08-10,14,26272
2016-08-10,15,28620
2016-08-10,16,30233
2016-08-10,17,31498
2016-08-10,18,32021
2016-08-10,19,31759
2016-08-10,20,31907
2016-08-10,21,31802
2016-08-10,22,31878
2016-08-10,23,31933
2016-08-10,24,31809
2016-08-10,25,31799
2016-08-10,26,31662
2016-08-10,27,31285
2016-08-10,28,30960
2016-08-10,29,30852
2016-08-10,30,30691
2016-08-10,31,30839
2016-08-10,32,31256
2016-08-10,33,31770
2016-08-10,34,32744
2016-08-10,35,33652
2016-08-10,36,33985
2016-08-10,37,33999
2016-08-10,38,33914
2016-08-10,39,33668
2016-08-10,40,33346
2016-08-10,41,33172
2016-08-10,42,33256
2016-08-10,43,33179
2016-08-10,44,31966
2016-08-10,45,30169
2016-08-10,46,28168
2016-08-10,47,26213
2016-08-10,48,24406
2016-08-11,1,23701
2016-08-11,2,23171
2016-08-11,3,22621
2016-08-11,4,22253
2016-08-11,5,22131
2016-08-11,6,21783
2016-08-11,7,21555
2016-08-11,8,21545
2016-08-11,9,21570
2016-08-11,10,21649
2016-08-11,11,21961
2016-08-11,12,22334
2016-08-11,13,23660
2016-08-11,14,25289
2016-08-11,15,27701
2016-08-11,16,29393
2016-08-11,17,30969
2016-08-11,18,31728
2016-08-11,19,32189
2016-08-11,20,32163
2016-08-11,21,31914
2016-08-11,22,31734
2016-08-11,23,31480
2016-08-11,24,31184
2016-08-11,25,31165
2016-08-11,26,30819
2016-08-11,27,30341
2016-08-11,28,30074
2016-08-11,29,30032
2016-08-11,30,30083
2016-08-11,31,30075
2016-08-11,32,30287
2016-08-11,33,30703
2016-08-11,34,31647
2016-08-11,35,32361
2016-08-11,36,32698
2016-08-11,37,32678
2016-08-11,38,32581
2016-08-11,39,32479
2016-08-11,40,32291
2016-08-11,41,31869
2016-08-11,42,32067
2016-08-11,43,32357
2016-08-11,44,31141
2016-08-11,45,29335
2016-08-11,46,27363
2016-08-11,47,25578
2016-08-11,48,23903
2016-08-12,1,22603
2016-08-12,2,22167
2016-08-12,3,21949
2016-08-12,4,21773
2016-08-12,5,21733
2016-08-12,6,21513
2016-08-12,7,21332
2016-08-12,8,21377
2016-08-12,9,21331
2016-08-12,10,21447
2016-08-12,11,21911
2016-08-12,12,22197
2016-08-12,13,22970
2016-08-12,14,24587
2016-08-12,15,26793
2016-08-12,16,28476
2016-08-12,17,29681
2016-08-12,18,29994
2016-08-12,19,29842
2016-08-12,20,29564
2016-08-12,21,28977
2016-08-12,22,28523
2016-08-12,23,28135
2016-08-12,24,27943
2016-08-12,25,27933
2016-08-12,26,27546
2016-08-12,27,27128
2016-08-12,28,26911
2016-08-12,29,26746
2016-08-12,30,26705
2016-08-12,31,26644
2016-08-12,32,27065
2016-08-12,33,27897
2016-08-12,34,28950
2016-08-12,35,29853
2016-08-12,36,30502
2016-08-12,37,30747
2016-08-12,38,30784
2016-08-12,39,30595
2016-08-12,40,30423
2016-08-12,41,30153
2016-08-12,42,30456
2016-08-12,43,30641
2016-08-12,44,29460
2016-08-12,45,28228
2016-08-12,46,26679
2016-08-12,47,25003
2016-08-12,48,23892
2016-08-13,1,22875
2016-08-13,2,22187
2016-08-13,3,21538
2016-08-13,4,21086
2016-08-13,5,20676
2016-08-13,6,20576
2016-08-13,7,20143
2016-08-13,8,20199
2016-08-13,9,20004
2016-08-13,10,20169
2016-08-13,11,20389
2016-08-13,12,20486
2016-08-13,13,20935
2016-08-13,14,21388
2016-08-13,15,22507
2016-08-13,16,23682
2016-08-13,17,25101
2016-08-13,18,25889
2016-08-13,19,26648
2016-08-13,20,26790
2016-08-13,21,26868
2016-08-13,22,26802
2016-08-13,23,26623
2016-08-13,24,26401
2016-08-13,25,26043
2016-08-13,26,25554
2016-08-13,27,25209
2016-08-13,28,24601
2016-08-13,29,24103
2016-08-13,30,23903
2016-08-13,31,23793
2016-08-13,32,23995
2016-08-13,33,24453
2016-08-13,34,25332
2016-08-13,35,26603
2016-08-13,36,27566
2016-08-13,37,28105
2016-08-13,38,28613
2016-08-13,39,28825
2016-08-13,40,28748
2016-08-13,41,28597
2016-08-13,42,28920
2016-08-13,43,29359
2016-08-13,44,28724
2016-08-13,45,28011
2016-08-13,46,27017
2016-08-13,47,25623
2016-08-13,48,24353
2016-08-14,1,23524
2016-08-14,2,23175
2016-08-14,3,22534
2016-08-14,4,22331
2016-08-14,5,22180
2016-08-14,6,21807
2016-08-14,7,21548
2016-08-14,8,21397
2016-08-14,9,21284
2016-08-14,10,21092
2016-08-14,11,21195
2016-08-14,12,21222
2016-08-14,13,21558
2016-08-14,14,21924
2016-08-14,15,22680
2016-08-14,16,23021
2016-08-14,17,23580
2016-08-14,18,24549
2016-08-14,19,25479
2016-08-14,20,26092
2016-08-14,21,26699
2016-08-14,22,26872
2016-08-14,23,27181
2016-08-14,24,27268
2016-08-14,25,27229
2016-08-14,26,27051
2016-08-14,27,26909
2016-08-14,28,26460
2016-08-14,29,26188
2016-08-14,30,25927
2016-08-14,31,25855
2016-08-14,32,25946
2016-08-14,33,26447
2016-08-14,34,27143
2016-08-14,35,27902
2016-08-14,36,28524
2016-08-14,37,29058
2016-08-14,38,29518
2016-08-14,39,29948
2016-08-14,40,29838
2016-08-14,41,30044
2016-08-14,42,30969
2016-08-14,43,31299
2016-08-14,44,30367
2016-08-14,45,29245
2016-08-14,46,27731
2016-08-14,47,26001
2016-08-14,48,25102
2016-08-15,1,24477
2016-08-15,2,23949
2016-08-15,3,23380
2016-08-15,4,23223
2016-08-15,5,22890
2016-08-15,6,22476
2016-08-15,7,22312
2016-08-15,8,22319
2016-08-15,9,22400
2016-08-15,10,22543
2016-08-15,11,23305
2016-08-15,12,23542
2016-08-15,13,25024
2016-08-15,14,26208
2016-08-15,15,28549
2016-08-15,16,29822
2016-08-15,17,30924
2016-08-15,18,31284
2016-08-15,19,31469
2016-08-15,20,31075
2016-08-15,21,30473
2016-08-15,22,30031
2016-08-15,23,29843
2016-08-15,24,29686
2016-08-15,25,29767
2016-08-15,26,29566
2016-08-15,27,29038
2016-08-15,28,28669
2016-08-15,29,28494
2016-08-15,30,28454
2016-08-15,31,28664
2016-08-15,32,29053
2016-08-15,33,29818
2016-08-15,34,30786
2016-08-15,35,31630
2016-08-15,36,32322
2016-08-15,37,32793
2016-08-15,38,33102
2016-08-15,39,33165
2016-08-15,40,33089
2016-08-15,41,32665
2016-08-15,42,32848
2016-08-15,43,33299
2016-08-15,44,32309
2016-08-15,45,30624
2016-08-15,46,28946
2016-08-15,47,26953
2016-08-15,48,25786
2016-08-16,1,25268
2016-08-16,2,24298
2016-08-16,3,23786
2016-08-16,4,23521
2016-08-16,5,23118
2016-08-16,6,22796
2016-08-16,7,22571
2016-08-16,8,22519
2016-08-16,9,22528
2016-08-16,10,22605
2016-08-16,11,23175
2016-08-16,12,23570
2016-08-16,13,24610
2016-08-16,14,26121
2016-08-16,15,28582
2016-08-16,16,29960
2016-08-16,17,31280
2016-08-16,18,31579
2016-08-16,19,31771
2016-08-16,20,31487
2016-08-16,21,30975
2016-08-16,22,30794
2016-08-16,23,30466
2016-08-16,24,30190
2016-08-16,25,29941
2016-08-16,26,29583
2016-08-16,27,29279
2016-08-16,28,29146
2016-08-16,29,29222
2016-08-16,30,29351
2016-08-16,31,29636
2016-08-16,32,30060
2016-08-16,33,30602
2016-08-16,34,31555
2016-08-16,35,32217
2016-08-16,36,32841
2016-08-16,37,33100
2016-08-16,38,33359
2016-08-16,39,33283
2016-08-16,40,33115
2016-08-16,41,33041
2016-08-16,42,33294
2016-08-16,43,33389
2016-08-16,44,32227
2016-08-16,45,30637
2016-08-16,46,28785
2016-08-16,47,27281
2016-08-16,48,26433
2016-08-17,1,25131
2016-08-17,2,24232
2016-08-17,3,23681
2016-08-17,4,23287
2016-08-17,5,22891
2016-08-17,6,22562
2016-08-17,7,22438
2016-08-17,8,22387
2016-08-17,9,22462
2016-08-17,10,22567
2016-08-17,11,23166
2016-08-17,12,23559
2016-08-17,13,24747
2016-08-17,14,26101
2016-08-17,15,28479
2016-08-17,16,30012
2016-08-17,17,31384
2016-08-17,18,31823
2016-08-17,19,32152
2016-08-17,20,32124
2016-08-17,21,31754
2016-08-17,22,31683
2016-08-17,23,31496
2016-08-17,24,31372
2016-08-17,25,31362
2016-08-17,26,30967
2016-08-17,27,30731
2016-08-17,28,30392
2016-08-17,29,30312
2016-08-17,30,30464
2016-08-17,31,30728
2016-08-17,32,31185
2016-08-17,33,31788
2016-08-17,34,32626
2016-08-17,35,33340
2016-08-17,36,33935
2016-08-17,37,33973
2016-08-17,38,34040
2016-08-17,39,33927
2016-08-17,40,33728
2016-08-17,41,33617
2016-08-17,42,34216
2016-08-17,43,34078
2016-08-17,44,32844
2016-08-17,45,31184
2016-08-17,46,29340
2016-08-17,47,27275
2016-08-17,48,26263
2016-08-18,1,25731
2016-08-18,2,24837
2016-08-18,3,24214
2016-08-18,4,24031
2016-08-18,5,23779
2016-08-18,6,23399
2016-08-18,7,23313
2016-08-18,8,23317
2016-08-18,9,23393
2016-08-18,10,23592
2016-08-18,11,23989
2016-08-18,12,24499
2016-08-18,13,25716
2016-08-18,14,27106
2016-08-18,15,29714
2016-08-18,16,31538
2016-08-18,17,32966
2016-08-18,18,33578
2016-08-18,19,33796
2016-08-18,20,33552
2016-08-18,21,33112
2016-08-18,22,32928
2016-08-18,23,32714
2016-08-18,24,32685
2016-08-18,25,32764
2016-08-18,26,32598
2016-08-18,27,32249
2016-08-18,28,31945
2016-08-18,29,31653
2016-08-18,30,31619
2016-08-18,31,31724
2016-08-18,32,31990
2016-08-18,33,32564
2016-08-18,34,33245
2016-08-18,35,33776
2016-08-18,36,34016
2016-08-18,37,34084
2016-08-18,38,34142
2016-08-18,39,33884
2016-08-18,40,33601
2016-08-18,41,33449
2016-08-18,42,34008
2016-08-18,43,33681
2016-08-18,44,32373
2016-08-18,45,30660
2016-08-18,46,28626
2016-08-18,47,26592
2016-08-18,48,25329
2016-08-19,1,24779
2016-08-19,2,24246
2016-08-19,3,23674
2016-08-19,4,23356
2016-08-19,5,22954
2016-08-19,6,22620
2016-08-19,7,22346
2016-08-19,8,22348
2016-08-19,9,22385
2016-08-19,10,22496
2016-08-19,11,23011
2016-08-19,12,23334
2016-08-19,13,24295
2016-08-19,14,26010
2016-08-19,15,28644
2016-08-19,16,30763
2016-08-19,17,32643
2016-08-19,18,33688
2016-08-19,19,34566
2016-08-19,20,34638
2016-08-19,21,34517
2016-08-19,22,34479
2016-08-19,23,34552
2016-08-19,24,34558
2016-08-19,25,34570
2016-08-19,26,34171
2016-08-19,27,33892
2016-08-19,28,33392
2016-08-19,29,32976
2016-08-19,30,32439
2016-08-19,31,31928
2016-08-19,32,31562
2016-08-19,33,31609
2016-08-19,34,31992
2016-08-19,35,32588
2016-08-19,36,32648
2016-08-19,37,32475
2016-08-19,38,32306
2016-08-19,39,32003
2016-08-19,40,31670
2016-08-19,41,31398
2016-08-19,42,31805
2016-08-19,43,31469
2016-08-19,44,29955
2016-08-19,45,28441
2016-08-19,46,26777
2016-08-19,47,25162
2016-08-19,48,24205
2016-08-20,1,23241
2016-08-20,2,22685
2016-08-20,3,22126
2016-08-20,4,21657
2016-08-20,5,21426
2016-08-20,6,20899
2016-08-20,7,20703
2016-08-20,8,20463
2016-08-20,9,20335
2016-08-20,10,20249
2016-08-20,11,20519
2016-08-20,12,20545
2016-08-20,13,21009
2016-08-20,14,21275
2016-08-20,15,21855
2016-08-20,16,22899
2016-08-20,17,24076
2016-08-20,18,24908
2016-08-20,19,25930
2016-08-20,20,26242
2016-08-20,21,26227
2016-08-20,22,26112
2016-08-20,23,26061
2016-08-20,24,25894
2016-08-20,25,25756
2016-08-20,26,25557
2016-08-20,27,24921
2016-08-20,28,24545
2016-08-20,29,24237
2016-08-20,30,24055
2016-08-20,31,24006
2016-08-20,32,24265
2016-08-20,33,24986
2016-08-20,34,25739
2016-08-20,35,26814
2016-08-20,36,27420
2016-08-20,37,27770
2016-08-20,38,27894
2016-08-20,39,27837
2016-08-20,40,27729
2016-08-20,41,27707
2016-08-20,42,28009
2016-08-20,43,27578
2016-08-20,44,26710
2016-08-20,45,25652
2016-08-20,46,24487
2016-08-20,47,23072
2016-08-20,48,21873
2016-08-21,1,21201
2016-08-21,2,20538
2016-08-21,3,20323
2016-08-21,4,20366
2016-08-21,5,20167
2016-08-21,6,19774
2016-08-21,7,19540
2016-08-21,8,19414
2016-08-21,9,19449
2016-08-21,10,19327
2016-08-21,11,19438
2016-08-21,12,19496
2016-08-21,13,19750
2016-08-21,14,20226
2016-08-21,15,20760
2016-08-21,16,21238
2016-08-21,17,21797
2016-08-21,18,22540
2016-08-21,19,23246
2016-08-21,20,23950
2016-08-21,21,24564
2016-08-21,22,24789
2016-08-21,23,25154
2016-08-21,24,25244
2016-08-21,25,25181
2016-08-21,26,24924
2016-08-21,27,24516
2016-08-21,28,24506
2016-08-21,29,24734
2016-08-21,30,24664
2016-08-21,31,24916
2016-08-21,32,25563
2016-08-21,33,26259
2016-08-21,34,27057
2016-08-21,35,27722
2016-08-21,36,28576
2016-08-21,37,29173
2016-08-21,38,29672
2016-08-21,39,29911
2016-08-21,40,29798
2016-08-21,41,30236
2016-08-21,42,30476
2016-08-21,43,29958
2016-08-21,44,28695
2016-08-21,45,27380
2016-08-21,46,25655
2016-08-21,47,24081
2016-08-21,48,23129
2016-08-22,1,22644
2016-08-22,2,22287
2016-08-22,3,21873
2016-08-22,4,21624
2016-08-22,5,21260
2016-08-22,6,21000
2016-08-22,7,20958
2016-08-22,8,20945
2016-08-22,9,20882
2016-08-22,10,21085
2016-08-22,11,21707
2016-08-22,12,22593
2016-08-22,13,23930
2016-08-22,14,25138
2016-08-22,15,27473
2016-08-22,16,29387
2016-08-22,17,31241
2016-08-22,18,32284
2016-08-22,19,32914
2016-08-22,20,32954
2016-08-22,21,32735
2016-08-22,22,32480
2016-08-22,23,32593
2016-08-22,24,32609
2016-08-22,25,32684
2016-08-22,26,32455
2016-08-22,27,32263
2016-08-22,28,31922
2016-08-22,29,31915
2016-08-22,30,31811
2016-08-22,31,31973
2016-08-22,32,32318
2016-08-22,33,33027
2016-08-22,34,33751
2016-08-22,35,34414
2016-08-22,36,34877
2016-08-22,37,35085
2016-08-22,38,35024
2016-08-22,39,34763
2016-08-22,40,34431
2016-08-22,41,34405
2016-08-22,42,35014
2016-08-22,43,34716
2016-08-22,44,33259
2016-08-22,45,31613
2016-08-22,46,29438
2016-08-22,47,27628
2016-08-22,48,26883
2016-08-23,1,25818
2016-08-23,2,25008
2016-08-23,3,24521
2016-08-23,4,24250
2016-08-23,5,23737
2016-08-23,6,23425
2016-08-23,7,23208
2016-08-23,8,23192
2016-08-23,9,23249
2016-08-23,10,23281
2016-08-23,11,23883
2016-08-23,12,24460
2016-08-23,13,25474
2016-08-23,14,26715
2016-08-23,15,29166
2016-08-23,16,30880
2016-08-23,17,32273
2016-08-23,18,32768
2016-08-23,19,32877
2016-08-23,20,32487
2016-08-23,21,32069
2016-08-23,22,31777
2016-08-23,23,31581
2016-08-23,24,31459
2016-08-23,25,31396
2016-08-23,26,31209
2016-08-23,27,31027
2016-08-23,28,30958
2016-08-23,29,31021
2016-08-23,30,31197
2016-08-23,31,31592
2016-08-23,32,32257
2016-08-23,33,33041
2016-08-23,34,34091
2016-08-23,35,34465
2016-08-23,36,34762
2016-08-23,37,34856
2016-08-23,38,35030
2016-08-23,39,34953
2016-08-23,40,34859
2016-08-23,41,35292
2016-08-23,42,36073
2016-08-23,43,35492
2016-08-23,44,33880
2016-08-23,45,32035
2016-08-23,46,29829
2016-08-23,47,28209
2016-08-23,48,26792
2016-08-24,1,26060
2016-08-24,2,25231
2016-08-24,3,24777
2016-08-24,4,24577
2016-08-24,5,24172
2016-08-24,6,23889
2016-08-24,7,23607
2016-08-24,8,23499
2016-08-24,9,23546
2016-08-24,10,23704
2016-08-24,11,24172
2016-08-24,12,24578
2016-08-24,13,25372
