StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
2023-04-01T00:00:00Z,APXMIDP,2023-04-01,3,46.6,663.7
2023-04-01T00:30:00Z,APXMIDP,2023-04-01,4,53.74,624.0
2023-04-01T01:00:00Z,APXMIDP,2023-04-01,5,39.86,726.8
2023-04-01T01:30:00Z,APXMIDP,2023-04-01,6,40.67,623.7
2023-04-01T02:00:00Z,APXMIDP,2023-04-01,7,43.2,574.65
2023-04-01T02:30:00Z,APXMIDP,2023-04-01,8,43.87,595.5
2023-04-01T03:00:00Z,APXMIDP,2023-04-01,9,45.53,661.25
2023-04-01T03:30:00Z,APXMIDP,2023-04-01,10,41.89,752.85
2023-04-01T04:00:00Z,APXMIDP,2023-04-01,11,43.02,885.65
2023-04-01T04:30:00Z,APXMIDP,2023-04-01,12,45.29,695.0
2023-04-01T05:00:00Z,APXMIDP,2023-04-01,13,47.68,880.6
2023-04-01T05:30:00Z,APXMIDP,2023-04-01,14,84.41,987.6
2023-04-01T06:00:00Z,APXMIDP,2023-04-01,15,95.3,1037.15
2023-04-01T06:30:00Z,APXMIDP,2023-04-01,16,104.36,1078.6
2023-04-01T07:00:00Z,APXMIDP,2023-04-01,17,94.84,1447.05
2023-04-01T07:30:00Z,APXMIDP,2023-04-01,18,107.73,1633.55
2023-04-01T08:00:00Z,APXMIDP,2023-04-01,19,115.75,1538.7
2023-04-01T08:30:00Z,APXMIDP,2023-04-01,20,116.16,1485.15
2023-04-01T09:00:00Z,APXMIDP,2023-04-01,21,117.71,1302.35
2023-04-01T09:30:00Z,APXMIDP,2023-04-01,22,118.59,1467.3
2023-04-01T10:00:00Z,APXMIDP,2023-04-01,23,134.05,1523.2
2023-04-01T10:30:00Z,APXMIDP,2023-04-01,24,130.74,1797.55
2023-04-01T11:00:00Z,APXMIDP,2023-04-01,25,138.63,1661.15
2023-04-01T11:30:00Z,APXMIDP,2023-04-01,26,138.32,1915.5
2023-04-01T12:00:00Z,APXMIDP,2023-04-01,27,136.87,1751.25
2023-04-01T12:30:00Z,APXMIDP,2023-04-01,28,122.33,2116.55
2023-04-01T13:00:00Z,APXMIDP,2023-04-01,29,108.5,1880.9
2023-04-01T13:30:00Z,APXMIDP,2023-04-01,30,104.16,2109.55
2023-04-01T14:00:00Z,APXMIDP,2023-04-01,31,93.78,1431.15
2023-04-01T14:30:00Z,APXMIDP,2023-04-01,32,97.66,1343.9
2023-04-01T15:00:00Z,APXMIDP,2023-04-01,33,115.0,1301.55
2023-04-01T15:30:00Z,APXMIDP,2023-04-01,34,122.58,1203.15
2023-04-01T16:00:00Z,APXMIDP,2023-04-01,35,125.49,1485.75
2023-04-01T16:30:00Z,APXMIDP,2023-04-01,36,142.72,1503.05
2023-04-01T17:00:00Z,APXMIDP,2023-04-01,37,142.05,1584.85
2023-04-01T17:30:00Z,APXMIDP,2023-04-01,38,145.19,1656.1
2023-04-01T18:00:00Z,APXMIDP,2023-04-01,39,145.23,1382.5
2023-04-01T18:30:00Z,APXMIDP,2023-04-01,40,144.08,1311.55
2023-04-01T19:00:00Z,APXMIDP,2023-04-01,41,151.9,1073.7
2023-04-01T19:30:00Z,APXMIDP,2023-04-01,42,135.88,1025.2
2023-04-01T20:00:00Z,APXMIDP,2023-04-01,43,126.1,1031.35
2023-04-01T20:30:00Z,APXMIDP,2023-04-01,44,119.0,1004.1
2023-04-01T21:00:00Z,APXMIDP,2023-04-01,45,120.36,1127.7
2023-04-01T21:30:00Z,APXMIDP,2023-04-01,46,119.28,969.85
2023-04-01T22:00:00Z,APXMIDP,2023-04-01,47,142.83,675.35
2023-04-01T22:30:00Z,APXMIDP,2023-04-01,48,135.59,849.15
2023-04-01T23:00:00Z,APXMIDP,2023-04-02,1,133.19,841.15
2023-04-01T23:30:00Z,APXMIDP,2023-04-02,2,132.37,616.0
2023-04-02T00:00:00Z,APXMIDP,2023-04-02,3,120.86,874.2
2023-04-02T00:30:00Z,APXMIDP,2023-04-02,4,120.43,1010.7
2023-04-02T01:00:00Z,APXMIDP,2023-04-02,5,124.99,1002.65
2023-04-02T01:30:00Z,APXMIDP,2023-04-02,6,112.65,941.45
2023-04-02T02:00:00Z,APXMIDP,2023-04-02,7,105.71,944.35
2023-04-02T02:30:00Z,APXMIDP,2023-04-02,8,109.33,1039.3
2023-04-02T03:00:00Z,APXMIDP,2023-04-02,9,106.08,874.75
2023-04-02T03:30:00Z,APXMIDP,2023-04-02,10,100.72,899.8
2023-04-02T04:00:00Z,APXMIDP,2023-04-02,11,99.3,940.05
2023-04-02T04:30:00Z,APXMIDP,2023-04-02,12,104.31,896.95
2023-04-02T05:00:00Z,APXMIDP,2023-04-02,13,113.98,1135.55
2023-04-02T05:30:00Z,APXMIDP,2023-04-02,14,113.14,1041.35
2023-04-02T06:00:00Z,APXMIDP,2023-04-02,15,98.96,713.3
2023-04-02T06:30:00Z,APXMIDP,2023-04-02,16,108.78,899.45
2023-04-02T07:00:00Z,APXMIDP,2023-04-02,17,119.38,958.3
2023-04-02T07:30:00Z,APXMIDP,2023-04-02,18,133.89,1030.4
2023-04-02T08:00:00Z,APXMIDP,2023-04-02,19,144.76,962.45
2023-04-02T08:30:00Z,APXMIDP,2023-04-02,20,147.2,1157.75
2023-04-02T09:00:00Z,APXMIDP,2023-04-02,21,148.58,1384.7
2023-04-02T09:30:00Z,APXMIDP,2023-04-02,22,146.72,1196.75
2023-04-02T10:00:00Z,APXMIDP,2023-04-02,23,145.7,1638.05
2023-04-02T10:30:00Z,APXMIDP,2023-04-02,24,146.86,1790.65
2023-04-02T11:00:00Z,APXMIDP,2023-04-02,25,155.68,1906.9
2023-04-02T11:30:00Z,APXMIDP,2023-04-02,26,154.56,1942.35
2023-04-02T12:00:00Z,APXMIDP,2023-04-02,27,128.36,1897.65
2023-04-02T12:30:00Z,APXMIDP,2023-04-02,28,115.92,1815.85
2023-04-02T13:00:00Z,APXMIDP,2023-04-02,29,116.78,1831.55
2023-04-02T13:30:00Z,APXMIDP,2023-04-02,30,113.57,1842.2
2023-04-02T14:00:00Z,APXMIDP,2023-04-02,31,106.53,1411.35
2023-04-02T14:30:00Z,APXMIDP,2023-04-02,32,112.85,1777.65
2023-04-02T15:00:00Z,APXMIDP,2023-04-02,33,114.25,1302.4
2023-04-02T15:30:00Z,APXMIDP,2023-04-02,34,124.17,1498.7
2023-04-02T16:00:00Z,APXMIDP,2023-04-02,35,127.77,1427.15
2023-04-02T16:30:00Z,APXMIDP,2023-04-02,36,138.85,1256.75
2023-04-02T17:00:00Z,APXMIDP,2023-04-02,37,147.54,1513.35
2023-04-02T17:30:00Z,APXMIDP,2023-04-02,38,149.25,1184.2
2023-04-02T18:00:00Z,APXMIDP,2023-04-02,39,162.42,1300.45
2023-04-02T18:30:00Z,APXMIDP,2023-04-02,40,165.79,1207.45
2023-04-02T19:00:00Z,APXMIDP,2023-04-02,41,166.32,1025.15
2023-04-02T19:30:00Z,APXMIDP,2023-04-02,42,151.1,933.7
2023-04-02T20:00:00Z,APXMIDP,2023-04-02,43,143.62,1378.7
2023-04-02T20:30:00Z,APXMIDP,2023-04-02,44,131.91,1263.1
2023-04-02T21:00:00Z,APXMIDP,2023-04-02,45,125.94,1169.0
2023-04-02T21:30:00Z,APXMIDP,2023-04-02,46,125.56,1448.75
2023-04-02T22:00:00Z,APXMIDP,2023-04-02,47,143.61,636.75
2023-04-02T22:30:00Z,APXMIDP,2023-04-02,48,120.6,913.8
2023-04-02T23:00:00Z,APXMIDP,2023-04-03,1,128.26,822.35
2023-04-02T23:30:00Z,APXMIDP,2023-04-03,2,123.85,851.75
2023-04-03T00:00:00Z,APXMIDP,2023-04-03,3,111.65,914.05
2023-04-03T00:30:00Z,APXMIDP,2023-04-03,4,126.83,908.5
2023-04-03T01:00:00Z,APXMIDP,2023-04-03,5,108.14,945.5
2023-04-03T01:30:00Z,APXMIDP,2023-04-03,6,104.05,891.35
2023-04-03T02:00:00Z,APXMIDP,2023-04-03,7,109.52,879.9
2023-04-03T02:30:00Z,APXMIDP,2023-04-03,8,97.42,976.2
2023-04-03T03:00:00Z,APXMIDP,2023-04-03,9,122.43,947.55
2023-04-03T03:30:00Z,APXMIDP,2023-04-03,10,98.19,890.3
2023-04-03T04:00:00Z,APXMIDP,2023-04-03,11,117.61,832.9
2023-04-03T04:30:00Z,APXMIDP,2023-04-03,12,119.34,834.55
2023-04-03T05:00:00Z,APXMIDP,2023-04-03,13,159.07,1050.4
2023-04-03T05:30:00Z,APXMIDP,2023-04-03,14,172.24,1590.4
2023-04-03T06:00:00Z,APXMIDP,2023-04-03,15,157.69,1838.1
2023-04-03T06:30:00Z,APXMIDP,2023-04-03,16,176.31,2192.0
2023-04-03T07:00:00Z,APXMIDP,2023-04-03,17,173.27,2214.45
2023-04-03T07:30:00Z,APXMIDP,2023-04-03,18,174.5,2265.3
2023-04-03T08:00:00Z,APXMIDP,2023-04-03,19,147.91,1712.35
2023-04-03T08:30:00Z,APXMIDP,2023-04-03,20,118.61,1880.6
2023-04-03T09:00:00Z,APXMIDP,2023-04-03,21,121.69,1783.2
2023-04-03T09:30:00Z,APXMIDP,2023-04-03,22,114.44,2110.4
2023-04-03T10:00:00Z,APXMIDP,2023-04-03,23,117.56,2236.25
2023-04-03T10:30:00Z,APXMIDP,2023-04-03,24,112.79,2338.35
2023-04-03T11:00:00Z,APXMIDP,2023-04-03,25,101.58,2320.3
2023-04-03T11:30:00Z,APXMIDP,2023-04-03,26,107.9,2674.65
2023-04-03T12:00:00Z,APXMIDP,2023-04-03,27,95.0,2097.0
2023-04-03T12:30:00Z,APXMIDP,2023-04-03,28,88.07,2200.95
2023-04-03T13:00:00Z,APXMIDP,2023-04-03,29,94.26,2494.4
2023-04-03T13:30:00Z,APXMIDP,2023-04-03,30,92.05,2198.95
2023-04-03T14:00:00Z,APXMIDP,2023-04-03,31,86.98,1938.75
2023-04-03T14:30:00Z,APXMIDP,2023-04-03,32,90.96,1896.9
2023-04-03T15:00:00Z,APXMIDP,2023-04-03,33,86.96,1530.2
2023-04-03T15:30:00Z,APXMIDP,2023-04-03,34,88.4,2017.9
2023-04-03T16:00:00Z,APXMIDP,2023-04-03,35,102.91,2453.4
2023-04-03T16:30:00Z,APXMIDP,2023-04-03,36,111.79,2366.1
2023-04-03T17:00:00Z,APXMIDP,2023-04-03,37,125.24,2533.65
2023-04-03T17:30:00Z,APXMIDP,2023-04-03,38,133.3,2492.45
2023-04-03T18:00:00Z,APXMIDP,2023-04-03,39,139.43,1790.45
2023-04-03T18:30:00Z,APXMIDP,2023-04-03,40,143.08,1782.4
2023-04-03T19:00:00Z,APXMIDP,2023-04-03,41,133.5,1843.5
2023-04-03T19:30:00Z,APXMIDP,2023-04-03,42,125.67,2042.3
2023-04-03T20:00:00Z,APXMIDP,2023-04-03,43,129.94,1986.85
2023-04-03T20:30:00Z,APXMIDP,2023-04-03,44,105.93,1750.85
2023-04-03T21:00:00Z,APXMIDP,2023-04-03,45,108.86,1749.15
2023-04-03T21:30:00Z,APXMIDP,2023-04-03,46,105.04,2034.0
2023-04-03T22:00:00Z,APXMIDP,2023-04-03,47,101.08,1089.95
2023-04-03T22:30:00Z,APXMIDP,2023-04-03,48,90.29,1051.9
2023-04-03T23:00:00Z,APXMIDP,2023-04-04,1,91.53,1346.15
2023-04-03T23:30:00Z,APXMIDP,2023-04-04,2,93.05,1409.3
2023-04-04T00:00:00Z,APXMIDP,2023-04-04,3,89.12,1295.5
2023-04-04T00:30:00Z,APXMIDP,2023-04-04,4,101.4,1598.3
2023-04-04T01:00:00Z,APXMIDP,2023-04-04,5,104.56,1654.2
2023-04-04T01:30:00Z,APXMIDP,2023-04-04,6,95.68,1616.35
2023-04-04T02:00:00Z,APXMIDP,2023-04-04,7,92.24,1146.25
2023-04-04T02:30:00Z,APXMIDP,2023-04-04,8,86.02,1289.2
2023-04-04T03:00:00Z,APXMIDP,2023-04-04,9,93.85,1290.95
2023-04-04T03:30:00Z,APXMIDP,2023-04-04,10,91.69,1613.25
2023-04-04T04:00:00Z,APXMIDP,2023-04-04,11,102.0,1336.4
2023-04-04T04:30:00Z,APXMIDP,2023-04-04,12,98.62,1552.6
2023-04-04T05:00:00Z,APXMIDP,2023-04-04,13,133.03,1762.3
2023-04-04T05:30:00Z,APXMIDP,2023-04-04,14,156.06,1969.15
2023-04-04T06:00:00Z,APXMIDP,2023-04-04,15,171.64,1454.4
2023-04-04T06:30:00Z,APXMIDP,2023-04-04,16,193.11,1767.85
2023-04-04T07:00:00Z,APXMIDP,2023-04-04,17,143.89,1515.95
2023-04-04T07:30:00Z,APXMIDP,2023-04-04,18,140.67,1851.8
2023-04-04T08:00:00Z,APXMIDP,2023-04-04,19,134.11,1786.95
2023-04-04T08:30:00Z,APXMIDP,2023-04-04,20,118.53,1823.05
2023-04-04T09:00:00Z,APXMIDP,2023-04-04,21,95.82,1825.5
2023-04-04T09:30:00Z,APXMIDP,2023-04-04,22,103.84,2224.9
2023-04-04T10:00:00Z,APXMIDP,2023-04-04,23,96.93,2141.35
2023-04-04T10:30:00Z,APXMIDP,2023-04-04,24,98.2,2515.85
2023-04-04T11:00:00Z,APXMIDP,2023-04-04,25,99.9,2028.1
2023-04-04T11:30:00Z,APXMIDP,2023-04-04,26,87.04,1795.3
2023-04-04T12:00:00Z,APXMIDP,2023-04-04,27,81.91,1882.15
2023-04-04T12:30:00Z,APXMIDP,2023-04-04,28,78.39,1875.05
2023-04-04T13:00:00Z,APXMIDP,2023-04-04,29,80.55,2090.4
2023-04-04T13:30:00Z,APXMIDP,2023-04-04,30,80.35,3056.45
2023-04-04T14:00:00Z,APXMIDP,2023-04-04,31,87.68,2108.1
2023-04-04T14:30:00Z,APXMIDP,2023-04-04,32,89.79,1903.5
2023-04-04T15:00:00Z,APXMIDP,2023-04-04,33,93.78,2317.0
2023-04-04T15:30:00Z,APXMIDP,2023-04-04,34,90.08,2565.15
2023-04-04T16:00:00Z,APXMIDP,2023-04-04,35,104.27,1939.95
2023-04-04T16:30:00Z,APXMIDP,2023-04-04,36,105.75,2034.6
2023-04-04T17:00:00Z,APXMIDP,2023-04-04,37,113.98,1996.7
2023-04-04T17:30:00Z,APXMIDP,2023-04-04,38,117.67,1865.5
2023-04-04T18:00:00Z,APXMIDP,2023-04-04,39,137.74,2217.45
2023-04-04T18:30:00Z,APXMIDP,2023-04-04,40,135.83,2234.05
2023-04-04T19:00:00Z,APXMIDP,2023-04-04,41,121.92,2089.0
2023-04-04T19:30:00Z,APXMIDP,2023-04-04,42,117.33,1842.75
2023-04-04T20:00:00Z,APXMIDP,2023-04-04,43,117.12,1951.4
2023-04-04T20:30:00Z,APXMIDP,2023-04-04,44,103.81,1893.95
2023-04-04T21:00:00Z,APXMIDP,2023-04-04,45,98.37,2093.1
2023-04-04T21:30:00Z,APXMIDP,2023-04-04,46,96.28,2234.1
2023-04-04T22:00:00Z,APXMIDP,2023-04-04,47,90.62,966.3
2023-04-04T22:30:00Z,APXMIDP,2023-04-04,48,86.42,1015.45
2023-04-04T23:00:00Z,APXMIDP,2023-04-05,1,89.06,1088.55
2023-04-04T23:30:00Z,APXMIDP,2023-04-05,2,87.33,1389.8
2023-04-05T00:00:00Z,APXMIDP,2023-04-05,3,89.15,1013.45
2023-04-05T00:30:00Z,APXMIDP,2023-04-05,4,91.68,1350.15
2023-04-05T01:00:00Z,APXMIDP,2023-04-05,5,83.46,1180.3
2023-04-05T01:30:00Z,APXMIDP,2023-04-05,6,84.4,1460.3
2023-04-05T02:00:00Z,APXMIDP,2023-04-05,7,95.51,1474.1
2023-04-05T02:30:00Z,APXMIDP,2023-04-05,8,90.9,1068.2
2023-04-05T03:00:00Z,APXMIDP,2023-04-05,9,89.87,1147.1
2023-04-05T03:30:00Z,APXMIDP,2023-04-05,10,92.99,1490.7
2023-04-05T04:00:00Z,APXMIDP,2023-04-05,11,88.55,1226.6
2023-04-05T04:30:00Z,APXMIDP,2023-04-05,12,86.68,1169.1
2023-04-05T05:00:00Z,APXMIDP,2023-04-05,13,95.63,910.2
2023-04-05T05:30:00Z,APXMIDP,2023-04-05,14,125.67,1503.5
2023-04-05T06:00:00Z,APXMIDP,2023-04-05,15,140.08,1631.75
2023-04-05T06:30:00Z,APXMIDP,2023-04-05,16,170.18,1894.75
2023-04-05T07:00:00Z,APXMIDP,2023-04-05,17,125.72,1671.0
2023-04-05T07:30:00Z,APXMIDP,2023-04-05,18,134.23,1796.4
2023-04-05T08:00:00Z,APXMIDP,2023-04-05,19,103.82,1393.55
2023-04-05T08:30:00Z,APXMIDP,2023-04-05,20,106.76,1556.65
2023-04-05T09:00:00Z,APXMIDP,2023-04-05,21,106.64,1716.75
2023-04-05T09:30:00Z,APXMIDP,2023-04-05,22,103.84,1597.7
2023-04-05T10:00:00Z,APXMIDP,2023-04-05,23,91.96,1759.9
2023-04-05T10:30:00Z,APXMIDP,2023-04-05,24,92.17,1858.2
2023-04-05T11:00:00Z,APXMIDP,2023-04-05,25,92.36,1801.55
2023-04-05T11:30:00Z,APXMIDP,2023-04-05,26,91.99,1920.6
2023-04-05T12:00:00Z,APXMIDP,2023-04-05,27,92.54,2110.55
2023-04-05T12:30:00Z,APXMIDP,2023-04-05,28,92.84,1925.5
2023-04-05T13:00:00Z,APXMIDP,2023-04-05,29,91.36,2022.55
2023-04-05T13:30:00Z,APXMIDP,2023-04-05,30,92.0,1873.7
2023-04-05T14:00:00Z,APXMIDP,2023-04-05,31,92.1,1872.25
2023-04-05T14:30:00Z,APXMIDP,2023-04-05,32,95.91,1451.45
2023-04-05T15:00:00Z,APXMIDP,2023-04-05,33,97.17,1576.35
2023-04-05T15:30:00Z,APXMIDP,2023-04-05,34,99.84,1698.4
2023-04-05T16:00:00Z,APXMIDP,2023-04-05,35,136.06,1711.2
2023-04-05T16:30:00Z,APXMIDP,2023-04-05,36,146.44,1958.7
2023-04-05T17:00:00Z,APXMIDP,2023-04-05,37,165.56,2338.5
2023-04-05T17:30:00Z,APXMIDP,2023-04-05,38,161.51,2605.2
2023-04-05T18:00:00Z,APXMIDP,2023-04-05,39,154.63,2154.7
2023-04-05T18:30:00Z,APXMIDP,2023-04-05,40,159.9,1996.0
2023-04-05T19:00:00Z,APXMIDP,2023-04-05,41,151.2,1614.05
2023-04-05T19:30:00Z,APXMIDP,2023-04-05,42,143.24,1498.35
2023-04-05T20:00:00Z,APXMIDP,2023-04-05,43,147.38,1302.3
2023-04-05T20:30:00Z,APXMIDP,2023-04-05,44,135.86,1439.75
2023-04-05T21:00:00Z,APXMIDP,2023-04-05,45,133.94,1581.1
2023-04-05T21:30:00Z,APXMIDP,2023-04-05,46,133.03,1866.85
2023-04-05T22:00:00Z,APXMIDP,2023-04-05,47,117.56,729.1
2023-04-05T22:30:00Z,APXMIDP,2023-04-05,48,114.9,775.05
2023-04-05T23:00:00Z,APXMIDP,2023-04-06,1,133.62,1009.25
2023-04-05T23:30:00Z,APXMIDP,2023-04-06,2,123.73,1051.15
2023-04-06T00:00:00Z,APXMIDP,2023-04-06,3,114.41,1356.0
2023-04-06T00:30:00Z,APXMIDP,2023-04-06,4,106.27,1191.95
2023-04-06T01:00:00Z,APXMIDP,2023-04-06,5,105.33,1697.15
2023-04-06T01:30:00Z,APXMIDP,2023-04-06,6,98.67,1605.35
2023-04-06T02:00:00Z,APXMIDP,2023-04-06,7,98.67,1186.25
2023-04-06T02:30:00Z,APXMIDP,2023-04-06,8,95.14,1053.95
2023-04-06T03:00:00Z,APXMIDP,2023-04-06,9,95.43,1619.2
2023-04-06T03:30:00Z,APXMIDP,2023-04-06,10,100.28,1769.0
2023-04-06T04:00:00Z,APXMIDP,2023-04-06,11,116.84,1375.25
2023-04-06T04:30:00Z,APXMIDP,2023-04-06,12,113.6,1126.8
2023-04-06T05:00:00Z,APXMIDP,2023-04-06,13,129.84,1186.15
2023-04-06T05:30:00Z,APXMIDP,2023-04-06,14,142.29,1157.4
2023-04-06T06:00:00Z,APXMIDP,2023-04-06,15,114.74,1407.3
2023-04-06T06:30:00Z,APXMIDP,2023-04-06,16,152.37,1474.1
2023-04-06T07:00:00Z,APXMIDP,2023-04-06,17,128.56,1641.5
2023-04-06T07:30:00Z,APXMIDP,2023-04-06,18,136.19,1688.25
2023-04-06T08:00:00Z,APXMIDP,2023-04-06,19,118.23,1553.05
2023-04-06T08:30:00Z,APXMIDP,2023-04-06,20,104.2,1834.35
2023-04-06T09:00:00Z,APXMIDP,2023-04-06,21,110.29,1978.2
2023-04-06T09:30:00Z,APXMIDP,2023-04-06,22,108.4,2170.15
2023-04-06T10:00:00Z,APXMIDP,2023-04-06,23,86.18,1720.9
2023-04-06T10:30:00Z,APXMIDP,2023-04-06,24,85.59,1737.05
2023-04-06T11:00:00Z,APXMIDP,2023-04-06,25,83.89,2034.65
2023-04-06T11:30:00Z,APXMIDP,2023-04-06,26,69.15,2322.5
2023-04-06T12:00:00Z,APXMIDP,2023-04-06,27,90.79,3357.95
2023-04-06T12:30:00Z,APXMIDP,2023-04-06,28,79.27,3104.7
2023-04-06T13:00:00Z,APXMIDP,2023-04-06,29,67.33,3024.15
2023-04-06T13:30:00Z,APXMIDP,2023-04-06,30,66.4,2905.85
2023-04-06T14:00:00Z,APXMIDP,2023-04-06,31,54.93,2448.25
2023-04-06T14:30:00Z,APXMIDP,2023-04-06,32,63.06,2871.9
2023-04-06T15:00:00Z,APXMIDP,2023-04-06,33,76.4,2921.8
2023-04-06T15:30:00Z,APXMIDP,2023-04-06,34,84.29,2601.0
2023-04-06T16:00:00Z,APXMIDP,2023-04-06,35,108.22,2283.55
2023-04-06T16:30:00Z,APXMIDP,2023-04-06,36,115.32,2137.3
2023-04-06T17:00:00Z,APXMIDP,2023-04-06,37,111.48,2031.15
2023-04-06T17:30:00Z,APXMIDP,2023-04-06,38,124.25,2352.9
2023-04-06T18:00:00Z,APXMIDP,2023-04-06,39,116.36,1744.5
2023-04-06T18:30:00Z,APXMIDP,2023-04-06,40,130.13,1710.2
2023-04-06T19:00:00Z,APXMIDP,2023-04-06,41,133.0,1611.35
2023-04-06T19:30:00Z,APXMIDP,2023-04-06,42,131.34,1635.3
2023-04-06T20:00:00Z,APXMIDP,2023-04-06,43,130.72,1363.8
2023-04-06T20:30:00Z,APXMIDP,2023-04-06,44,119.76,1618.1
2023-04-06T21:00:00Z,APXMIDP,2023-04-06,45,133.22,1745.55
2023-04-06T21:30:00Z,APXMIDP,2023-04-06,46,108.21,1733.75
2023-04-06T22:00:00Z,APXMIDP,2023-04-06,47,120.78,974.1
2023-04-06T22:30:00Z,APXMIDP,2023-04-06,48,113.5,1085.8
2023-04-06T23:00:00Z,APXMIDP,2023-04-07,1,119.44,950.7
2023-04-06T23:30:00Z,APXMIDP,2023-04-07,2,109.27,890.9
2023-04-07T00:00:00Z,APXMIDP,2023-04-07,3,108.16,759.65
2023-04-07T00:30:00Z,APXMIDP,2023-04-07,4,115.47,716.55
2023-04-07T01:00:00Z,APXMIDP,2023-04-07,5,104.0,871.55
2023-04-07T01:30:00Z,APXMIDP,2023-04-07,6,107.3,837.9
2023-04-07T02:00:00Z,APXMIDP,2023-04-07,7,105.21,769.85
2023-04-07T02:30:00Z,APXMIDP,2023-04-07,8,100.61,745.4
2023-04-07T03:00:00Z,APXMIDP,2023-04-07,9,103.56,933.15
2023-04-07T03:30:00Z,APXMIDP,2023-04-07,10,103.1,861.15
2023-04-07T04:00:00Z,APXMIDP,2023-04-07,11,106.02,727.3
2023-04-07T04:30:00Z,APXMIDP,2023-04-07,12,110.13,879.5
2023-04-07T05:00:00Z,APXMIDP,2023-04-07,13,115.06,802.85
2023-04-07T05:30:00Z,APXMIDP,2023-04-07,14,111.58,901.25
2023-04-07T06:00:00Z,APXMIDP,2023-04-07,15,133.87,1145.2
2023-04-07T06:30:00Z,APXMIDP,2023-04-07,16,143.76,1069.9
2023-04-07T07:00:00Z,APXMIDP,2023-04-07,17,134.45,1387.85
2023-04-07T07:30:00Z,APXMIDP,2023-04-07,18,129.93,1680.05
2023-04-07T08:00:00Z,APXMIDP,2023-04-07,19,105.15,1119.4
2023-04-07T08:30:00Z,APXMIDP,2023-04-07,20,99.42,1169.3
2023-04-07T09:00:00Z,APXMIDP,2023-04-07,21,100.71,1637.0
2023-04-07T09:30:00Z,APXMIDP,2023-04-07,22,101.01,1835.25
2023-04-07T10:00:00Z,APXMIDP,2023-04-07,23,85.29,1671.95
2023-04-07T10:30:00Z,APXMIDP,2023-04-07,24,83.79,1725.1
2023-04-07T11:00:00Z,APXMIDP,2023-04-07,25,95.12,2143.7
2023-04-07T11:30:00Z,APXMIDP,2023-04-07,26,92.76,1727.05
2023-04-07T12:00:00Z,APXMIDP,2023-04-07,27,88.24,1535.85
2023-04-07T12:30:00Z,APXMIDP,2023-04-07,28,85.84,1598.4
2023-04-07T13:00:00Z,APXMIDP,2023-04-07,29,85.95,1553.65
2023-04-07T13:30:00Z,APXMIDP,2023-04-07,30,83.56,1788.25
2023-04-07T14:00:00Z,APXMIDP,2023-04-07,31,85.24,1373.25
2023-04-07T14:30:00Z,APXMIDP,2023-04-07,32,87.21,1335.8
2023-04-07T15:00:00Z,APXMIDP,2023-04-07,33,82.94,1462.8
2023-04-07T15:30:00Z,APXMIDP,2023-04-07,34,79.99,1987.55
2023-04-07T16:00:00Z,APXMIDP,2023-04-07,35,88.89,1530.0
2023-04-07T16:30:00Z,APXMIDP,2023-04-07,36,102.06,1251.15
2023-04-07T17:00:00Z,APXMIDP,2023-04-07,37,97.71,1217.3
2023-04-07T17:30:00Z,APXMIDP,2023-04-07,38,105.63,1351.35
2023-04-07T18:00:00Z,APXMIDP,2023-04-07,39,99.31,1178.5
2023-04-07T18:30:00Z,APXMIDP,2023-04-07,40,107.5,1386.0
2023-04-07T19:00:00Z,APXMIDP,2023-04-07,41,116.87,1161.3
2023-04-07T19:30:00Z,APXMIDP,2023-04-07,42,113.35,1072.85
2023-04-07T20:00:00Z,APXMIDP,2023-04-07,43,104.31,1125.4
2023-04-07T20:30:00Z,APXMIDP,2023-04-07,44,97.26,928.4
2023-04-07T21:00:00Z,APXMIDP,2023-04-07,45,109.65,1001.65
2023-04-07T21:30:00Z,APXMIDP,2023-04-07,46,97.96,1022.2
2023-04-07T22:00:00Z,APXMIDP,2023-04-07,47,93.14,914.85
2023-04-07T22:30:00Z,APXMIDP,2023-04-07,48,97.12,656.65
2023-04-07T23:00:00Z,APXMIDP,2023-04-08,1,108.46,647.8
2023-04-07T23:30:00Z,APXMIDP,2023-04-08,2,98.86,451.55
2023-04-08T00:00:00Z,APXMIDP,2023-04-08,3,98.35,572.0
2023-04-08T00:00:00Z,APXMIDP,2023-04-08,3,98.35,572.0
2023-04-08T00:30:00Z,APXMIDP,2023-04-08,4,107.6,659.25
2023-04-08T01:00:00Z,APXMIDP,2023-04-08,5,105.15,767.7
2023-04-08T01:30:00Z,APXMIDP,2023-04-08,6,96.15,769.55
2023-04-08T02:00:00Z,APXMIDP,2023-04-08,7,96.15,685.9
2023-04-08T02:30:00Z,APXMIDP,2023-04-08,8,94.94,661.9
2023-04-08T03:00:00Z,APXMIDP,2023-04-08,9,101.95,534.55
2023-04-08T03:30:00Z,APXMIDP,2023-04-08,10,100.37,667.6
2023-04-08T04:00:00Z,APXMIDP,2023-04-08,11,97.18,504.3
2023-04-08T04:30:00Z,APXMIDP,2023-04-08,12,108.53,602.05
2023-04-08T05:00:00Z,APXMIDP,2023-04-08,13,105.36,427.7
2023-04-08T05:30:00Z,APXMIDP,2023-04-08,14,124.66,644.7
2023-04-08T06:00:00Z,APXMIDP,2023-04-08,15,114.39,538.4
2023-04-08T06:30:00Z,APXMIDP,2023-04-08,16,133.78,823.9
