SettlementDate,SettlementPeriod,Generation
2018-01-26,28,40235
2018-01-26,29,40458
2018-01-26,30,40608
2018-01-26,31,41000
2018-01-26,32,41854
2018-01-26,33,42613
2018-01-26,34,44805
2018-01-26,35,46532
2018-01-26,36,46613
2018-01-26,37,46126
2018-01-26,38,45187
2018-01-26,39,44631
2018-01-26,40,43034
2018-01-26,41,41982
2018-01-26,42,39983
2018-01-26,43,38305
2018-01-26,44,36253
2018-01-26,45,34189
2018-01-26,46,32604
2018-01-26,47,30671
2018-01-26,48,30222
2018-01-27,1,28873
2018-01-27,2,29073
2018-01-27,3,28270
2018-01-27,4,27417
2018-01-27,5,26630
2018-01-27,6,26168
2018-01-27,7,25579
2018-01-27,8,24943
2018-01-27,9,24336
2018-01-27,10,24085
2018-01-27,11,24153
2018-01-27,12,24409
2018-01-27,13,25740
2018-01-27,14,26759
2018-01-27,15,28436
2018-01-27,16,29566
2018-01-27,17,31427
2018-01-27,18,33050
2018-01-27,19,34525
2018-01-27,20,35064
2018-01-27,21,35361
2018-01-27,22,35789
2018-01-27,23,36061
2018-01-27,24,36216
2018-01-27,25,36337
2018-01-27,26,36516
2018-01-27,27,36282
2018-01-27,28,35824
2018-01-27,29,35494
2018-01-27,30,35138
2018-01-27,31,35252
2018-01-27,32,35522
2018-01-27,33,36365
2018-01-27,34,38207
2018-01-27,35,40156
2018-01-27,36,40489
2018-01-27,37,39899
2018-01-27,38,38871
2018-01-27,39,37572
2018-01-27,40,36022
2018-01-27,41,34860
2018-01-27,42,33551
2018-01-27,43,32250
2018-01-27,44,30889
2018-01-27,45,29308
2018-01-27,46,28237
2018-01-27,47,26750
2018-01-27,48,29334
2018-01-28,1,25789
2018-01-28,2,25959
2018-01-28,3,25631
2018-01-28,4,24778
2018-01-28,5,24137
2018-01-28,6,23835
2018-01-28,7,23356
2018-01-28,8,22907
2018-01-28,9,22545
2018-01-28,10,22635
2018-01-28,11,22678
2018-01-28,12,23014
2018-01-28,13,23890
2018-01-28,14,24600
2018-01-28,15,25437
2018-01-28,16,26096
2018-01-28,17,27381
2018-01-28,18,28791
2018-01-28,19,30336
2018-01-28,20,31332
2018-01-28,21,31946
2018-01-28,22,32252
2018-01-28,23,32489
2018-01-28,24,32538
2018-01-28,25,32792
2018-01-28,26,32806
2018-01-28,27,32872
2018-01-28,28,32604
2018-01-28,29,32667
2018-01-28,30,32836
2018-01-28,31,33572
2018-01-28,32,34372
2018-01-28,33,35813
2018-01-28,34,37720
2018-01-28,35,39901
2018-01-28,36,40037
2018-01-28,37,39701
2018-01-28,38,38646
2018-01-28,39,37673
2018-01-28,40,36447
2018-01-28,41,35116
2018-01-28,42,33500
2018-01-28,43,32035
2018-01-28,44,30070
2018-01-28,45,28378
2018-01-28,46,26826
2018-01-28,47,25037
2018-01-28,48,25916
2018-01-29,1,23903
2018-01-29,2,24373
2018-01-29,3,24249
2018-01-29,4,23652
2018-01-29,5,23105
2018-01-29,6,22978
2018-01-29,7,22543
2018-01-29,8,21927
2018-01-29,9,21739
2018-01-29,10,22083
2018-01-29,11,22983
2018-01-29,12,24599
2018-01-29,13,28114
2018-01-29,14,31536
2018-01-29,15,35425
2018-01-29,16,37325
2018-01-29,17,38353
2018-01-29,18,38554
2018-01-29,19,38882
2018-01-29,20,38963
2018-01-29,21,38832
2018-01-29,22,39107
2018-01-29,23,39386
2018-01-29,24,39381
2018-01-29,25,39261
2018-01-29,26,39039
2018-01-29,27,38745
2018-01-29,28,38310
2018-01-29,29,38207
2018-01-29,30,38097
2018-01-29,31,38430
2018-01-29,32,39569
2018-01-29,33,40726
2018-01-29,34,42417
2018-01-29,35,44966
2018-01-29,36,45339
2018-01-29,37,45063
2018-01-29,38,44559
2018-01-29,39,44243
2018-01-29,40,43152
2018-01-29,41,41821
2018-01-29,42,40072
2018-01-29,43,38108
2018-01-29,44,35885
2018-01-29,45,33904
2018-01-29,46,31896
2018-01-29,47,29827
2018-01-29,48,23935
2018-01-30,1,28219
2018-01-30,2,28681
2018-01-30,3,28357
2018-01-30,4,27900
2018-01-30,5,27562
2018-01-30,6,27632
2018-01-30,7,27270
2018-01-30,8,26870
2018-01-30,9,26697
2018-01-30,10,26829
2018-01-30,11,27591
2018-01-30,12,29042
2018-01-30,13,32422
2018-01-30,14,35729
2018-01-30,15,39719
2018-01-30,16,41011
2018-01-30,17,41587
2018-01-30,18,41157
2018-01-30,19,41292
2018-01-30,20,40977
2018-01-30,21,40484
2018-01-30,22,39824
2018-01-30,23,39373
2018-01-30,24,38863
2018-01-30,25,38804
2018-01-30,26,38586
2018-01-30,27,38673
2018-01-30,28,38852
2018-01-30,29,39307
2018-01-30,30,39802
2018-01-30,31,40386
2018-01-30,32,41501
2018-01-30,33,42291
2018-01-30,34,44147
2018-01-30,35,46094
2018-01-30,36,45814
2018-01-30,37,45382
2018-01-30,38,44784
2018-01-30,39,44348
2018-01-30,40,43310
2018-01-30,41,42024
2018-01-30,42,39849
2018-01-30,43,37615
2018-01-30,44,35295
2018-01-30,45,32995
2018-01-30,46,30668
2018-01-30,47,28271
2018-01-30,48,28711
2018-01-31,1,26640
2018-01-31,2,27089
2018-01-31,3,26706
2018-01-31,4,25792
2018-01-31,5,25300
2018-01-31,6,25097
2018-01-31,7,24654
2018-01-31,8,23932
2018-01-31,9,23718
2018-01-31,10,23777
2018-01-31,11,24649
2018-01-31,12,26130
2018-01-31,13,29486
2018-01-31,14,32708
2018-01-31,15,36919
2018-01-31,16,38669
2018-01-31,17,39207
2018-01-31,18,39247
2018-01-31,19,39816
2018-01-31,20,39630
2018-01-31,21,39238
2018-01-31,22,38991
2018-01-31,23,38743
2018-01-31,24,38423
2018-01-31,25,38616
2018-01-31,26,38221
2018-01-31,27,37541
2018-01-31,28,38088
2018-01-31,29,38110
2018-01-31,30,38091
2018-01-31,31,38554
2018-01-31,32,40236
2018-01-31,33,41298
2018-01-31,34,43475
2018-01-31,35,45790
2018-01-31,36,45937
2018-01-31,37,45654
2018-01-31,38,44950
2018-01-31,39,44407
2018-01-31,40,43156
2018-01-31,41,42083
2018-01-31,42,40165
2018-01-31,43,38260
2018-01-31,44,36161
2018-01-31,45,34043
2018-01-31,46,32050
2018-01-31,47,30025
2018-01-31,48,26944
2018-02-01,1,28043
2018-02-01,2,28434
2018-02-01,3,28073
2018-02-01,4,27338
2018-02-01,5,26954
2018-02-01,6,26657
2018-02-01,7,26232
2018-02-01,8,25772
2018-02-01,9,25463
2018-02-01,10,25509
2018-02-01,11,26400
2018-02-01,12,27775
2018-02-01,13,31222
2018-02-01,14,34551
2018-02-01,15,38422
2018-02-01,16,39860
2018-02-01,17,40293
2018-02-01,18,40014
2018-02-01,19,40112
2018-02-01,20,39599
2018-02-01,21,38758
2018-02-01,22,37818
2018-02-01,23,37606
2018-02-01,24,37379
2018-02-01,25,37524
2018-02-01,26,37485
2018-02-01,27,37701
2018-02-01,28,37957
2018-02-01,29,38491
2018-02-01,30,38932
2018-02-01,31,39433
2018-02-01,32,40511
2018-02-01,33,41202
2018-02-01,34,43160
2018-02-01,35,45483
2018-02-01,36,46018
2018-02-01,37,45660
2018-02-01,38,44993
2018-02-01,39,44410
2018-02-01,40,43283
2018-02-01,41,42179
2018-02-01,42,40261
2018-02-01,43,38213
2018-02-01,44,35874
2018-02-01,45,33536
2018-02-01,46,31566
2018-02-01,47,29370
2018-02-01,48,28495
2018-02-02,1,27857
2018-02-02,2,28302
2018-02-02,3,28013
2018-02-02,4,27520
2018-02-02,5,27123
2018-02-02,6,27078
2018-02-02,7,26729
2018-02-02,8,26333
2018-02-02,9,26094
2018-02-02,10,26334
2018-02-02,11,27180
2018-02-02,12,28568
2018-02-02,13,31903
2018-02-02,14,35373
2018-02-02,15,39344
2018-02-02,16,40973
2018-02-02,17,41604
2018-02-02,18,41277
2018-02-02,19,41573
2018-02-02,20,41043
2018-02-02,21,40716
2018-02-02,22,40270
2018-02-02,23,39959
2018-02-02,24,39553
2018-02-02,25,39638
2018-02-02,26,39667
2018-02-02,27,39664
2018-02-02,28,39909
2018-02-02,29,40287
2018-02-02,30,40461
2018-02-02,31,40743
2018-02-02,32,41484
2018-02-02,33,42486
2018-02-02,34,43934
2018-02-02,35,46079
2018-02-02,36,46499
2018-02-02,37,46325
2018-02-02,38,45940
2018-02-02,39,44831
2018-02-02,40,43872
2018-02-02,41,42593
2018-02-02,42,41013
2018-02-02,43,39450
2018-02-02,44,37325
2018-02-02,45,35435
2018-02-02,46,33846
2018-02-02,47,31957
2018-02-02,48,28133
2018-02-03,1,30409
2018-02-03,2,30772
2018-02-03,3,30322
2018-02-03,4,29489
2018-02-03,5,28909
2018-02-03,6,28646
2018-02-03,7,28124
2018-02-03,8,27513
2018-02-03,9,27105
2018-02-03,10,26976
2018-02-03,11,27159
2018-02-03,12,27684
2018-02-03,13,29021
2018-02-03,14,30318
2018-02-03,15,32230
2018-02-03,16,33354
2018-02-03,17,35346
2018-02-03,18,36990
2018-02-03,19,38350
2018-02-03,20,38841
2018-02-03,21,39193
2018-02-03,22,39393
2018-02-03,23,39748
2018-02-03,24,39892
2018-02-03,25,40116
2018-02-03,26,39919
2018-02-03,27,39791
2018-02-03,28,39386
2018-02-03,29,39235
2018-02-03,30,39021
2018-02-03,31,39118
2018-02-03,32,39202
2018-02-03,33,40015
2018-02-03,34,41569
2018-02-03,35,43508
2018-02-03,36,44140
2018-02-03,37,43792
2018-02-03,38,42950
2018-02-03,39,42120
2018-02-03,40,40672
2018-02-03,41,39323
2018-02-03,42,37775
2018-02-03,43,36350
2018-02-03,44,34791
2018-02-03,45,33372
2018-02-03,46,32087
2018-02-03,47,30515
2018-02-03,48,30867
2018-02-04,1,29335
2018-02-04,2,29588
2018-02-04,3,29098
2018-02-04,4,28329
2018-02-04,5,27791
2018-02-04,6,27417
2018-02-04,7,26986
2018-02-04,8,26536
2018-02-04,9,26202
2018-02-04,10,26169
2018-02-04,11,26118
2018-02-04,12,26306
2018-02-04,13,27270
2018-02-04,14,27758
2018-02-04,15,28909
2018-02-04,16,29376
2018-02-04,17,31034
2018-02-04,18,32571
2018-02-04,19,34062
2018-02-04,20,34603
2018-02-04,21,34955
2018-02-04,22,34826
2018-02-04,23,34917
2018-02-04,24,35260
2018-02-04,25,35744
2018-02-04,26,36259
2018-02-04,27,36533
2018-02-04,28,36672
2018-02-04,29,36927
2018-02-04,30,37186
2018-02-04,31,37923
2018-02-04,32,38867
2018-02-04,33,40270
2018-02-04,34,42113
2018-02-04,35,44193
2018-02-04,36,44918
2018-02-04,37,44556
2018-02-04,38,44070
2018-02-04,39,43330
2018-02-04,40,42295
2018-02-04,41,40888
2018-02-04,42,39223
2018-02-04,43,37892
2018-02-04,44,36085
2018-02-04,45,34247
2018-02-04,46,32481
2018-02-04,47,30638
2018-02-04,48,29501
2018-02-05,1,29312
2018-02-05,2,29705
2018-02-05,3,29702
2018-02-05,4,29231
2018-02-05,5,28862
2018-02-05,6,28767
2018-02-05,7,28411
2018-02-05,8,27979
2018-02-05,9,27747
2018-02-05,10,27983
2018-02-05,11,28853
2018-02-05,12,30442
2018-02-05,13,34047
2018-02-05,14,37505
2018-02-05,15,41520
2018-02-05,16,43301
2018-02-05,17,44277
2018-02-05,18,44170
2018-02-05,19,44651
2018-02-05,20,44439
2018-02-05,21,43940
2018-02-05,22,43587
2018-02-05,23,43372
2018-02-05,24,43148
2018-02-05,25,43388
2018-02-05,26,43292
2018-02-05,27,43569
2018-02-05,28,43435
2018-02-05,29,43656
2018-02-05,30,43814
2018-02-05,31,44303
2018-02-05,32,45395
2018-02-05,33,45984
2018-02-05,34,46788
2018-02-05,35,47526
2018-02-05,36,48256
2018-02-05,37,47946
2018-02-05,38,47681
2018-02-05,39,47518
2018-02-05,40,47087
2018-02-05,41,45624
2018-02-05,42,44007
2018-02-05,43,41937
2018-02-05,44,39505
2018-02-05,45,37077
2018-02-05,46,34996
2018-02-05,47,33094
2018-02-05,48,29438
2018-02-06,1,31261
2018-02-06,2,31696
2018-02-06,3,31561
2018-02-06,4,30975
2018-02-06,5,30550
2018-02-06,6,30617
2018-02-06,7,30318
2018-02-06,8,29870
2018-02-06,9,29570
2018-02-06,10,29704
2018-02-06,11,30446
2018-02-06,12,31805
2018-02-06,13,35144
2018-02-06,14,38706
2018-02-06,15,42700
2018-02-06,16,44333
2018-02-06,17,44985
2018-02-06,18,44735
2018-02-06,19,45061
2018-02-06,20,44969
2018-02-06,21,44460
2018-02-06,22,43998
2018-02-06,23,43901
2018-02-06,24,44058
2018-02-06,25,43940
2018-02-06,26,43865
2018-02-06,27,43823
2018-02-06,28,43521
2018-02-06,29,43808
2018-02-06,30,43710
2018-02-06,31,44087
2018-02-06,32,44796
2018-02-06,33,45391
2018-02-06,34,46194
2018-02-06,35,46646
2018-02-06,36,47484
2018-02-06,37,47234
2018-02-06,38,47176
2018-02-06,39,47838
2018-02-06,40,46638
2018-02-06,41,45669
2018-02-06,42,43905
2018-02-06,43,41655
2018-02-06,44,39255
2018-02-06,45,36793
2018-02-06,46,34579
2018-02-06,47,32099
2018-02-06,48,31449
2018-02-07,1,30517
2018-02-07,2,31032
2018-02-07,3,30788
2018-02-07,4,30402
2018-02-07,5,30076
2018-02-07,6,30151
2018-02-07,7,29905
2018-02-07,8,29586
2018-02-07,9,29414
2018-02-07,10,29671
2018-02-07,11,30532
2018-02-07,12,31841
2018-02-07,13,35306
2018-02-07,14,38924
2018-02-07,15,42731
2018-02-07,16,43936
2018-02-07,17,44668
2018-02-07,18,44472
2018-02-07,19,44713
2018-02-07,20,44405
2018-02-07,21,43336
2018-02-07,22,42566
2018-02-07,23,42022
2018-02-07,24,41590
2018-02-07,25,41496
2018-02-07,26,41121
2018-02-07,27,41139
2018-02-07,28,41184
2018-02-07,29,41839
2018-02-07,30,42268
2018-02-07,31,42827
2018-02-07,32,43961
2018-02-07,33,44882
2018-02-07,34,46077
2018-02-07,35,47062
2018-02-07,36,47357
2018-02-07,37,46970
2018-02-07,38,46810
2018-02-07,39,46195
2018-02-07,40,45656
2018-02-07,41,45359
2018-02-07,42,43520
2018-02-07,43,41363
2018-02-07,44,38906
2018-02-07,45,36406
2018-02-07,46,34340
2018-02-07,47,31935
2018-02-07,48,30809
2018-02-08,1,30429
2018-02-08,2,30823
2018-02-08,3,30617
2018-02-08,4,30034
2018-02-08,5,29504
2018-02-08,6,29420
2018-02-08,7,29037
2018-02-08,8,28587
2018-02-08,9,28347
2018-02-08,10,28657
2018-02-08,11,29419
2018-02-08,12,30732
2018-02-08,13,34136
2018-02-08,14,37766
2018-02-08,15,41552
2018-02-08,16,42865
2018-02-08,17,43434
2018-02-08,18,43238
2018-02-08,19,43630
2018-02-08,20,43435
2018-02-08,21,43109
2018-02-08,22,42772
2018-02-08,23,42644
2018-02-08,24,42476
2018-02-08,25,42615
2018-02-08,26,42386
2018-02-08,27,42316
2018-02-08,28,42075
2018-02-08,29,42265
2018-02-08,30,42319
2018-02-08,31,42306
2018-02-08,32,42940
2018-02-08,33,43124
2018-02-08,34,44066
2018-02-08,35,44853
2018-02-08,36,45586
2018-02-08,37,45291
2018-02-08,38,45081
2018-02-08,39,44768
2018-02-08,40,43674
2018-02-08,41,42503
2018-02-08,42,40833
2018-02-08,43,38761
2018-02-08,44,36549
2018-02-08,45,34291
2018-02-08,46,32382
2018-02-08,47,30411
2018-02-08,48,30753
2018-02-09,1,29102
2018-02-09,2,29505
2018-02-09,3,29340
2018-02-09,4,28767
2018-02-09,5,28184
2018-02-09,6,28034
2018-02-09,7,27527
2018-02-09,8,27137
2018-02-09,9,26941
2018-02-09,10,27106
2018-02-09,11,27870
2018-02-09,12,29321
2018-02-09,13,32529
2018-02-09,14,35846
2018-02-09,15,39393
2018-02-09,16,40576
2018-02-09,17,41412
2018-02-09,18,41295
2018-02-09,19,41441
2018-02-09,20,41134
2018-02-09,21,40727
2018-02-09,22,40340
2018-02-09,23,40140
2018-02-09,24,40298
2018-02-09,25,40197
2018-02-09,26,39659
2018-02-09,27,39199
2018-02-09,28,38848
2018-02-09,29,38898
2018-02-09,30,38825
2018-02-09,31,38944
2018-02-09,32,39926
2018-02-09,33,40927
2018-02-09,34,42758
2018-02-09,35,44674
2018-02-09,36,46231
2018-02-09,37,46256
2018-02-09,38,45616
2018-02-09,39,44570
2018-02-09,40,43609
2018-02-09,41,43010
2018-02-09,42,41182
2018-02-09,43,39404
2018-02-09,44,37507
2018-02-09,45,35575
2018-02-09,46,34038
2018-02-09,47,32144
2018-02-09,48,29352
2018-02-10,1,30606
2018-02-10,2,30868
2018-02-10,3,30328
2018-02-10,4,29514
2018-02-10,5,28783
2018-02-10,6,28481
2018-02-10,7,27735
2018-02-10,8,26817
2018-02-10,9,26228
2018-02-10,10,25941
2018-02-10,11,25950
2018-02-10,12,26282
2018-02-10,13,27460
2018-02-10,14,28619
2018-02-10,15,30174
2018-02-10,16,31305
2018-02-10,17,33359
2018-02-10,18,35257
2018-02-10,19,36745
2018-02-10,20,37529
2018-02-10,21,37855
2018-02-10,22,38053
2018-02-10,23,38100
2018-02-10,24,38155
2018-02-10,25,38231
2018-02-10,26,38149
2018-02-10,27,38044
2018-02-10,28,37643
2018-02-10,29,37396
2018-02-10,30,37378
2018-02-10,31,37671
2018-02-10,32,37875
2018-02-10,33,38679
2018-02-10,34,39889
2018-02-10,35,41071
2018-02-10,36,41812
2018-02-10,37,41514
2018-02-10,38,41253
2018-02-10,39,40406
2018-02-10,40,38772
2018-02-10,41,37308
2018-02-10,42,35766
2018-02-10,43,34101
2018-02-10,44,32482
2018-02-10,45,30746
2018-02-10,46,29414
2018-02-10,47,27765
2018-02-10,48,31022
2018-02-11,1,26398
2018-02-11,2,26653
2018-02-11,3,26047
2018-02-11,4,25173
2018-02-11,5,24682
2018-02-11,6,24473
2018-02-11,7,24024
2018-02-11,8,23529
2018-02-11,9,23201
2018-02-11,10,23086
2018-02-11,11,23223
2018-02-11,12,23500
2018-02-11,13,24464
2018-02-11,14,25261
2018-02-11,15,26212
2018-02-11,16,26913
2018-02-11,17,28342
2018-02-11,18,29429
2018-02-11,19,30358
2018-02-11,20,30711
2018-02-11,21,31107
2018-02-11,22,31392
2018-02-11,23,31705
2018-02-11,24,31997
2018-02-11,25,32332
2018-02-11,26,32628
2018-02-11,27,32332
2018-02-11,28,32373
2018-02-11,29,32754
2018-02-11,30,33320
2018-02-11,31,34351
2018-02-11,32,35283
2018-02-11,33,36745
2018-02-11,34,38631
2018-02-11,35,40706
2018-02-11,36,42452
2018-02-11,37,41994
2018-02-11,38,41526
2018-02-11,39,40876
2018-02-11,40,39723
2018-02-11,41,38736
2018-02-11,42,37119
2018-02-11,43,35823
2018-02-11,44,34008
2018-02-11,45,32248
2018-02-11,46,30707
2018-02-11,47,28821
2018-02-11,48,26708
2018-02-12,1,27683
2018-02-12,2,28287
2018-02-12,3,28205
2018-02-12,4,27736
2018-02-12,5,27460
2018-02-12,6,27449
2018-02-12,7,27192
2018-02-12,8,26833
2018-02-12,9,26716
2018-02-12,10,26793
2018-02-12,11,27558
2018-02-12,12,29152
2018-02-12,13,32638
2018-02-12,14,35618
2018-02-12,15,38622
2018-02-12,16,40245
2018-02-12,17,41653
2018-02-12,18,41797
2018-02-12,19,41866
2018-02-12,20,41225
2018-02-12,21,40312
2018-02-12,22,39575
2018-02-12,23,39128
2018-02-12,24,38695
2018-02-12,25,38781
2018-02-12,26,38777
2018-02-12,27,38863
2018-02-12,28,39090
2018-02-12,29,39605
2018-02-12,30,39928
2018-02-12,31,40620
2018-02-12,32,41341
2018-02-12,33,41893
2018-02-12,34,43335
2018-02-12,35,44985
2018-02-12,36,46634
2018-02-12,37,46442
2018-02-12,38,45569
2018-02-12,39,45191
2018-02-12,40,44405
2018-02-12,41,43068
2018-02-12,42,41068
2018-02-12,43,39050
2018-02-12,44,36646
2018-02-12,45,34346
2018-02-12,46,32322
2018-02-12,47,29914
2018-02-12,48,27736
2018-02-13,1,28291
2018-02-13,2,28626
2018-02-13,3,28260
2018-02-13,4,27636
2018-02-13,5,27088
2018-02-13,6,26803
2018-02-13,7,26436
2018-02-13,8,25983
2018-02-13,9,25731
2018-02-13,10,25860
2018-02-13,11,26569
2018-02-13,12,27892
2018-02-13,13,31018
2018-02-13,14,33881
2018-02-13,15,37017
2018-02-13,16,38700
2018-02-13,17,40298
2018-02-13,18,41115
2018-02-13,19,41995
2018-02-13,20,42482
2018-02-13,21,42701
2018-02-13,22,42796
2018-02-13,23,43052
2018-02-13,24,43298
2018-02-13,25,43422
2018-02-13,26,43144
2018-02-13,27,42938
2018-02-13,28,42803
2018-02-13,29,42781
2018-02-13,30,42778
2018-02-13,31,42622
2018-02-13,32,43071
2018-02-13,33,43213
2018-02-13,34,44426
2018-02-13,35,45460
2018-02-13,36,46342
2018-02-13,37,46596
2018-02-13,38,46415
2018-02-13,39,46613
2018-02-13,40,45826
2018-02-13,41,44902
2018-02-13,42,43304
2018-02-13,43,41478
2018-02-13,44,39164
2018-02-13,45,37057
2018-02-13,46,35004
2018-02-13,47,32765
2018-02-13,48,28725
2018-02-14,1,31117
2018-02-14,2,31480
2018-02-14,3,31129
2018-02-14,4,30315
2018-02-14,5,29785
2018-02-14,6,29600
2018-02-14,7,28984
2018-02-14,8,28406
2018-02-14,9,28006
2018-02-14,10,27823
2018-02-14,11,28252
2018-02-14,12,29291
2018-02-14,13,32325
2018-02-14,14,35075
2018-02-14,15,37644
2018-02-14,16,38929
2018-02-14,17,40255
2018-02-14,18,41077
2018-02-14,19,41765
2018-02-14,20,42006
2018-02-14,21,42081
2018-02-14,22,42203
2018-02-14,23,42434
2018-02-14,24,42668
2018-02-14,25,43186
2018-02-14,26,43251
2018-02-14,27,43216
2018-02-14,28,43214
2018-02-14,29,43363
2018-02-14,30,43147
2018-02-14,31,43143
2018-02-14,32,43679
2018-02-14,33,43539
2018-02-14,34,44529
2018-02-14,35,45760
2018-02-14,36,46446
2018-02-14,37,46400
2018-02-14,38,45923
2018-02-14,39,44958
2018-02-14,40,44070
2018-02-14,41,42767
2018-02-14,42,41088
2018-02-14,43,39013
2018-02-14,44,36858
2018-02-14,45,34559
2018-02-14,46,32879
2018-02-14,47,30598
2018-02-14,48,31461
2018-02-15,1,28970
2018-02-15,2,29384
2018-02-15,3,29223
2018-02-15,4,28585
2018-02-15,5,28101
2018-02-15,6,28033
2018-02-15,7,27613
2018-02-15,8,26923
2018-02-15,9,26506
2018-02-15,10,26487
2018-02-15,11,27095
2018-02-15,12,28430
2018-02-15,13,31549
2018-02-15,14,34405
2018-02-15,15,36849
2018-02-15,16,38028
2018-02-15,17,38776
2018-02-15,18,38944
2018-02-15,19,38930
2018-02-15,20,38076
2018-02-15,21,36972
2018-02-15,22,36156
2018-02-15,23,35434
2018-02-15,24,34944
2018-02-15,25,35088
2018-02-15,26,34746
2018-02-15,27,34512
2018-02-15,28,34499
2018-02-15,29,34879
2018-02-15,30,35329
2018-02-15,31,36187
2018-02-15,32,37138
2018-02-15,33,38426
2018-02-15,34,40172
2018-02-15,35,42316
2018-02-15,36,44589
2018-02-15,37,45067
2018-02-15,38,44787
2018-02-15,39,44343
2018-02-15,40,43479
2018-02-15,41,42438
2018-02-15,42,40710
2018-02-15,43,38671
2018-02-15,44,36377
2018-02-15,45,34351
2018-02-15,46,32523
2018-02-15,47,30565
2018-02-15,48,29263
2018-02-16,1,29078
2018-02-16,2,29512
2018-02-16,3,29332
2018-02-16,4,28788
2018-02-16,5,28516
2018-02-16,6,28378
2018-02-16,7,28078
2018-02-16,8,27818
2018-02-16,9,27612
2018-02-16,10,27860
2018-02-16,11,28639
2018-02-16,12,30002
2018-02-16,13,32781
2018-02-16,14,35546
2018-02-16,15,38357
2018-02-16,16,39688
2018-02-16,17,40572
2018-02-16,18,40409
2018-02-16,19,40298
2018-02-16,20,39497
2018-02-16,21,38890
2018-02-16,22,38451
2018-02-16,23,37965
2018-02-16,24,37458
2018-02-16,25,37239
2018-02-16,26,36681
2018-02-16,27,36603
2018-02-16,28,36306
2018-02-16,29,36721
2018-02-16,30,37003
2018-02-16,31,37564
2018-02-16,32,38566
2018-02-16,33,38980
2018-02-16,34,40466
2018-02-16,35,42478
2018-02-16,36,44239
2018-02-16,37,44425
2018-02-16,38,43583
2018-02-16,39,42643
2018-02-16,40,41386
2018-02-16,41,40214
2018-02-16,42,38490
2018-02-16,43,36801
2018-02-16,44,35020
2018-02-16,45,33066
2018-02-16,46,31533
2018-02-16,47,29812
2018-02-16,48,29224
2018-02-17,1,28640
2018-02-17,2,28996
2018-02-17,3,28753
2018-02-17,4,27862
2018-02-17,5,27462
2018-02-17,6,27249
2018-02-17,7,26936
2018-02-17,8,26329
2018-02-17,9,26198
2018-02-17,10,25930
2018-02-17,11,26324
2018-02-17,12,26894
2018-02-17,13,28455
2018-02-17,14,29688
2018-02-17,15,31131
2018-02-17,16,31911
2018-02-17,17,33283
2018-02-17,18,34629
2018-02-17,19,35589
2018-02-17,20,35755
2018-02-17,21,35646
2018-02-17,22,35050
2018-02-17,23,34609
2018-02-17,24,34197
2018-02-17,25,33989
2018-02-17,26,33495
2018-02-17,27,33100
2018-02-17,28,32831
2018-02-17,29,32839
2018-02-17,30,32932
2018-02-17,31,33435
2018-02-17,32,34061
2018-02-17,33,35482
2018-02-17,34,37421
2018-02-17,35,39468
2018-02-17,36,41395
2018-02-17,37,42070
2018-02-17,38,41546
2018-02-17,39,40609
2018-02-17,40,39363
2018-02-17,41,38203
2018-02-17,42,36973
2018-02-17,43,35645
2018-02-17,44,34325
2018-02-17,45,32776
2018-02-17,46,31770
2018-02-17,47,30174
2018-02-17,48,28776
2018-02-18,1,29034
2018-02-18,2,29308
2018-02-18,3,28849
2018-02-18,4,28292
2018-02-18,5,27722
2018-02-18,6,27360
2018-02-18,7,27020
2018-02-18,8,26545
2018-02-18,9,26177
2018-02-18,10,26000
2018-02-18,11,25935
2018-02-18,12,26178
2018-02-18,13,27071
2018-02-18,14,27763
2018-02-18,15,28421
2018-02-18,16,29022
2018-02-18,17,30508
2018-02-18,18,31773
2018-02-18,19,33123
2018-02-18,20,33828
2018-02-18,21,34631
2018-02-18,22,34908
2018-02-18,23,35249
2018-02-18,24,35446
2018-02-18,25,35761
2018-02-18,26,36056
2018-02-18,27,36086
2018-02-18,28,36136
2018-02-18,29,36414
2018-02-18,30,36581
2018-02-18,31,37149
2018-02-18,32,37889
2018-02-18,33,38694
2018-02-18,34,40145
2018-02-18,35,41685
2018-02-18,36,42916
2018-02-18,37,43063
2018-02-18,38,42390
2018-02-18,39,41285
2018-02-18,40,39901
2018-02-18,41,38723
2018-02-18,42,37126
2018-02-18,43,35771
2018-02-18,44,34103
2018-02-18,45,32197
2018-02-18,46,30731
2018-02-18,47,28936
2018-02-18,48,29151
2018-02-19,1,27787
2018-02-19,2,28330
2018-02-19,3,28120
2018-02-19,4,27537
2018-02-19,5,27163
2018-02-19,6,26997
2018-02-19,7,26571
2018-02-19,8,26250
2018-02-19,9,25990
2018-02-19,10,26154
2018-02-19,11,26917
2018-02-19,12,28334
2018-02-19,13,31675
2018-02-19,14,34914
2018-02-19,15,38204
2018-02-19,16,39744
2018-02-19,17,41118
2018-02-19,18,41799
2018-02-19,19,42726
2018-02-19,20,42999
2018-02-19,21,43010
2018-02-19,22,43116
2018-02-19,23,43132
2018-02-19,24,42943
2018-02-19,25,42954
2018-02-19,26,42610
2018-02-19,27,42324
2018-02-19,28,42059
2018-02-19,29,41967
2018-02-19,30,41838
2018-02-19,31,41825
2018-02-19,32,42284
2018-02-19,33,42434
2018-02-19,34,43758
2018-02-19,35,44881
2018-02-19,36,45712
2018-02-19,37,46086
2018-02-19,38,45506
2018-02-19,39,45150
2018-02-19,40,43927
