SettlementDate,SettlementPeriod,Generation
2020-02-02,46,25547
2020-02-02,47,23736
2020-02-02,48,26398
2020-02-03,1,22195
2020-02-03,2,22553
2020-02-03,3,22395
2020-02-03,4,21804
2020-02-03,5,21261
2020-02-03,6,21064
2020-02-03,7,20772
2020-02-03,8,20387
2020-02-03,9,20163
2020-02-03,10,20404
2020-02-03,11,21254
2020-02-03,12,22922
2020-02-03,13,26405
2020-02-03,14,29995
2020-02-03,15,33538
2020-02-03,16,35160
2020-02-03,17,35889
2020-02-03,18,35928
2020-02-03,19,36271
2020-02-03,20,36179
2020-02-03,21,35869
2020-02-03,22,35615
2020-02-03,23,35322
2020-02-03,24,35133
2020-02-03,25,35552
2020-02-03,26,35796
2020-02-03,27,35890
2020-02-03,28,36193
2020-02-03,29,36312
2020-02-03,30,36601
2020-02-03,31,37013
2020-02-03,32,37908
2020-02-03,33,38881
2020-02-03,34,40077
2020-02-03,35,41803
2020-02-03,36,42247
2020-02-03,37,41908
2020-02-03,38,41333
2020-02-03,39,40643
2020-02-03,40,39764
2020-02-03,41,38171
2020-02-03,42,36428
2020-02-03,43,34413
2020-02-03,44,32355
2020-02-03,45,30092
2020-02-03,46,28322
2020-02-03,47,25966
2020-02-03,48,22672
2020-02-04,1,24396
2020-02-04,2,24845
2020-02-04,3,24510
2020-02-04,4,23690
2020-02-04,5,23197
2020-02-04,6,23002
2020-02-04,7,22605
2020-02-04,8,22229
2020-02-04,9,21913
2020-02-04,10,22003
2020-02-04,11,23116
2020-02-04,12,24572
2020-02-04,13,27964
2020-02-04,14,30876
2020-02-04,15,34682
2020-02-04,16,36286
2020-02-04,17,37011
2020-02-04,18,37104
2020-02-04,19,37191
2020-02-04,20,37087
2020-02-04,21,36425
2020-02-04,22,36312
2020-02-04,23,36438
2020-02-04,24,36453
2020-02-04,25,36703
2020-02-04,26,36581
2020-02-04,27,36583
2020-02-04,28,36849
2020-02-04,29,37314
2020-02-04,30,37878
2020-02-04,31,38847
2020-02-04,32,39943
2020-02-04,33,41387
2020-02-04,34,42941
2020-02-04,35,44464
2020-02-04,36,44713
2020-02-04,37,44655
2020-02-04,38,44418
2020-02-04,39,43926
2020-02-04,40,42842
2020-02-04,41,41560
2020-02-04,42,39897
2020-02-04,43,38235
2020-02-04,44,36268
2020-02-04,45,34085
2020-02-04,46,32163
2020-02-04,47,30120
2020-02-04,48,24809
2020-02-05,1,28523
2020-02-05,2,29069
2020-02-05,3,28899
2020-02-05,4,28376
2020-02-05,5,27931
2020-02-05,6,27687
2020-02-05,7,27331
2020-02-05,8,27062
2020-02-05,9,26943
2020-02-05,10,27038
2020-02-05,11,27757
2020-02-05,12,29153
2020-02-05,13,32084
2020-02-05,14,35308
2020-02-05,15,39085
2020-02-05,16,40757
2020-02-05,17,41144
2020-02-05,18,40971
2020-02-05,19,41139
2020-02-05,20,40902
2020-02-05,21,39764
2020-02-05,22,39049
2020-02-05,23,38380
2020-02-05,24,38078
2020-02-05,25,37852
2020-02-05,26,37654
2020-02-05,27,37803
2020-02-05,28,37946
2020-02-05,29,38235
2020-02-05,30,38257
2020-02-05,31,38734
2020-02-05,32,39704
2020-02-05,33,40564
2020-02-05,34,41531
2020-02-05,35,43100
2020-02-05,36,43606
2020-02-05,37,43628
2020-02-05,38,43603
2020-02-05,39,43294
2020-02-05,40,42736
2020-02-05,41,41887
2020-02-05,42,40444
2020-02-05,43,38505
2020-02-05,44,36325
2020-02-05,45,34030
2020-02-05,46,32279
2020-02-05,47,30515
2020-02-05,48,28908
2020-02-06,1,28855
2020-02-06,2,29271
2020-02-06,3,28938
2020-02-06,4,28464
2020-02-06,5,27978
2020-02-06,6,27833
2020-02-06,7,27511
2020-02-06,8,27181
2020-02-06,9,27068
2020-02-06,10,27171
2020-02-06,11,28027
2020-02-06,12,29451
2020-02-06,13,32748
2020-02-06,14,35984
2020-02-06,15,39498
2020-02-06,16,40942
2020-02-06,17,41782
2020-02-06,18,41698
2020-02-06,19,41797
2020-02-06,20,41046
2020-02-06,21,40404
2020-02-06,22,39515
2020-02-06,23,38932
2020-02-06,24,38343
2020-02-06,25,37832
2020-02-06,26,37643
2020-02-06,27,37417
2020-02-06,28,37071
2020-02-06,29,36877
2020-02-06,30,37174
2020-02-06,31,37855
2020-02-06,32,39035
2020-02-06,33,40308
2020-02-06,34,41207
2020-02-06,35,42935
2020-02-06,36,43927
2020-02-06,37,43855
2020-02-06,38,43758
2020-02-06,39,42943
2020-02-06,40,42678
2020-02-06,41,41825
2020-02-06,42,40316
2020-02-06,43,38225
2020-02-06,44,36446
2020-02-06,45,33932
2020-02-06,46,31953
2020-02-06,47,30178
2020-02-06,48,29244
2020-02-07,1,28362
2020-02-07,2,28660
2020-02-07,3,28117
2020-02-07,4,27561
2020-02-07,5,26809
2020-02-07,6,26673
2020-02-07,7,26134
2020-02-07,8,25755
2020-02-07,9,25389
2020-02-07,10,25370
2020-02-07,11,26154
2020-02-07,12,27484
2020-02-07,13,30484
2020-02-07,14,33458
2020-02-07,15,36763
2020-02-07,16,38229
2020-02-07,17,39007
2020-02-07,18,38936
2020-02-07,19,38978
2020-02-07,20,38816
2020-02-07,21,37941
2020-02-07,22,37398
2020-02-07,23,36693
2020-02-07,24,36241
2020-02-07,25,36065
2020-02-07,26,35523
2020-02-07,27,35281
2020-02-07,28,35096
2020-02-07,29,35212
2020-02-07,30,35569
2020-02-07,31,36817
2020-02-07,32,37733
2020-02-07,33,38783
2020-02-07,34,40017
2020-02-07,35,41870
2020-02-07,36,42547
2020-02-07,37,42062
2020-02-07,38,41145
2020-02-07,39,40083
2020-02-07,40,38642
2020-02-07,41,37106
2020-02-07,42,35564
2020-02-07,43,33563
2020-02-07,44,31869
2020-02-07,45,29730
2020-02-07,46,28129
2020-02-07,47,26095
2020-02-07,48,28718
2020-02-08,1,24439
2020-02-08,2,24755
2020-02-08,3,23961
2020-02-08,4,23272
2020-02-08,5,22776
2020-02-08,6,22438
2020-02-08,7,21901
2020-02-08,8,21540
2020-02-08,9,21432
2020-02-08,10,21378
2020-02-08,11,21810
2020-02-08,12,22612
2020-02-08,13,24420
2020-02-08,14,25885
2020-02-08,15,27914
2020-02-08,16,28854
2020-02-08,17,30309
2020-02-08,18,31718
2020-02-08,19,32634
2020-02-08,20,32669
2020-02-08,21,32353
2020-02-08,22,31540
2020-02-08,23,30746
2020-02-08,24,30013
2020-02-08,25,29375
2020-02-08,26,28837
2020-02-08,27,28288
2020-02-08,28,28004
2020-02-08,29,28254
2020-02-08,30,28508
2020-02-08,31,29316
2020-02-08,32,30208
2020-02-08,33,31621
2020-02-08,34,33286
2020-02-08,35,35163
2020-02-08,36,36263
2020-02-08,37,35683
2020-02-08,38,35316
2020-02-08,39,34800
2020-02-08,40,33525
2020-02-08,41,32252
2020-02-08,42,31101
2020-02-08,43,29677
2020-02-08,44,28454
2020-02-08,45,27276
2020-02-08,46,26300
2020-02-08,47,24900
2020-02-08,48,25009
2020-02-09,1,24087
2020-02-09,2,24221
2020-02-09,3,23917
2020-02-09,4,23181
2020-02-09,5,22587
2020-02-09,6,22348
2020-02-09,7,21873
2020-02-09,8,21224
2020-02-09,9,21012
2020-02-09,10,20705
2020-02-09,11,20444
2020-02-09,12,20800
2020-02-09,13,21762
2020-02-09,14,22265
2020-02-09,15,23543
2020-02-09,16,24195
2020-02-09,17,25969
2020-02-09,18,27845
2020-02-09,19,29391
2020-02-09,20,30598
2020-02-09,21,32338
2020-02-09,22,33227
2020-02-09,23,33873
2020-02-09,24,34034
2020-02-09,25,34504
2020-02-09,26,34795
2020-02-09,27,34826
2020-02-09,28,34519
2020-02-09,29,33912
2020-02-09,30,33380
2020-02-09,31,33863
2020-02-09,32,34322
2020-02-09,33,34961
2020-02-09,34,36185
2020-02-09,35,37433
2020-02-09,36,38107
2020-02-09,37,37886
2020-02-09,38,37294
2020-02-09,39,36133
2020-02-09,40,34669
2020-02-09,41,33466
2020-02-09,42,31897
2020-02-09,43,30338
2020-02-09,44,29049
2020-02-09,45,27381
2020-02-09,46,25969
2020-02-09,47,24071
2020-02-09,48,24195
2020-02-10,1,23073
2020-02-10,2,23583
2020-02-10,3,23510
2020-02-10,4,22849
2020-02-10,5,22277
2020-02-10,6,22171
2020-02-10,7,21739
2020-02-10,8,21484
2020-02-10,9,21360
2020-02-10,10,21467
2020-02-10,11,22738
2020-02-10,12,24119
2020-02-10,13,27662
2020-02-10,14,30442
2020-02-10,15,34263
2020-02-10,16,35611
2020-02-10,17,36527
2020-02-10,18,36293
2020-02-10,19,36417
2020-02-10,20,36262
2020-02-10,21,36034
2020-02-10,22,36031
2020-02-10,23,36458
2020-02-10,24,36857
2020-02-10,25,37050
2020-02-10,26,37181
2020-02-10,27,37592
2020-02-10,28,38091
2020-02-10,29,38485
2020-02-10,30,38400
2020-02-10,31,38066
2020-02-10,32,38899
2020-02-10,33,39839
2020-02-10,34,41469
2020-02-10,35,42258
2020-02-10,36,43343
2020-02-10,37,43038
2020-02-10,38,42144
2020-02-10,39,41688
2020-02-10,40,40203
2020-02-10,41,39153
2020-02-10,42,37340
2020-02-10,43,35529
2020-02-10,44,33257
2020-02-10,45,31210
2020-02-10,46,29336
2020-02-10,47,27050
2020-02-10,48,23198
2020-02-11,1,25513
2020-02-11,2,25671
2020-02-11,3,25444
2020-02-11,4,24910
2020-02-11,5,24560
2020-02-11,6,24421
2020-02-11,7,24215
2020-02-11,8,23997
2020-02-11,9,23721
2020-02-11,10,23985
2020-02-11,11,24909
2020-02-11,12,25913
2020-02-11,13,29168
2020-02-11,14,32131
2020-02-11,15,35402
2020-02-11,16,36813
2020-02-11,17,37489
2020-02-11,18,37519
2020-02-11,19,37505
2020-02-11,20,37137
2020-02-11,21,36806
2020-02-11,22,36519
2020-02-11,23,36143
2020-02-11,24,35676
2020-02-11,25,35818
2020-02-11,26,35698
2020-02-11,27,35542
2020-02-11,28,35438
2020-02-11,29,35761
2020-02-11,30,36322
2020-02-11,31,36913
2020-02-11,32,37748
2020-02-11,33,38892
2020-02-11,34,40331
2020-02-11,35,41787
2020-02-11,36,43405
2020-02-11,37,43490
2020-02-11,38,42938
2020-02-11,39,42486
2020-02-11,40,41268
2020-02-11,41,40151
2020-02-11,42,38347
2020-02-11,43,36496
2020-02-11,44,34215
2020-02-11,45,31742
2020-02-11,46,29968
2020-02-11,47,27850
2020-02-11,48,25940
2020-02-12,1,26219
2020-02-12,2,26571
2020-02-12,3,26314
2020-02-12,4,25783
2020-02-12,5,25413
2020-02-12,6,25265
2020-02-12,7,24929
2020-02-12,8,24653
2020-02-12,9,24309
2020-02-12,10,24525
2020-02-12,11,25681
2020-02-12,12,27171
2020-02-12,13,30078
2020-02-12,14,33442
2020-02-12,15,36984
2020-02-12,16,38481
2020-02-12,17,39078
2020-02-12,18,38698
2020-02-12,19,38461
2020-02-12,20,37649
2020-02-12,21,36486
2020-02-12,22,35588
2020-02-12,23,35244
2020-02-12,24,34753
2020-02-12,25,34064
2020-02-12,26,35217
2020-02-12,27,35295
2020-02-12,28,35476
2020-02-12,29,35872
2020-02-12,30,36278
2020-02-12,31,37425
2020-02-12,32,38755
2020-02-12,33,40325
2020-02-12,34,41846
2020-02-12,35,42668
2020-02-12,36,43912
2020-02-12,37,44143
2020-02-12,38,43923
2020-02-12,39,43937
2020-02-12,40,43010
2020-02-12,41,42049
2020-02-12,42,40434
2020-02-12,43,38442
2020-02-12,44,35871
2020-02-12,45,33716
2020-02-12,46,31642
2020-02-12,47,29448
2020-02-12,48,26685
2020-02-13,1,27448
2020-02-13,2,27537
2020-02-13,3,27122
2020-02-13,4,26479
2020-02-13,5,25910
2020-02-13,6,25824
2020-02-13,7,25599
2020-02-13,8,25251
2020-02-13,9,24880
2020-02-13,10,25048
2020-02-13,11,25856
2020-02-13,12,26990
2020-02-13,13,30133
2020-02-13,14,33149
2020-02-13,15,37149
2020-02-13,16,38799
2020-02-13,17,39848
2020-02-13,18,40007
2020-02-13,19,40517
2020-02-13,20,40413
2020-02-13,21,34231
2020-02-13,23,36946
2020-02-13,25,39354
2020-02-13,26,39132
2020-02-13,27,38711
2020-02-13,28,38316
2020-02-13,29,38206
2020-02-13,30,37905
2020-02-13,31,38337
2020-02-13,32,39187
2020-02-13,33,39947
2020-02-13,34,41019
2020-02-13,35,42132
2020-02-13,36,43219
2020-02-13,37,43061
2020-02-13,38,42824
2020-02-13,39,42451
2020-02-13,40,42024
2020-02-13,41,41020
2020-02-13,42,39651
2020-02-13,43,37698
2020-02-13,44,35853
2020-02-13,45,34012
2020-02-13,46,32259
2020-02-13,47,30394
2020-02-13,48,27932
2020-02-14,1,28934
2020-02-14,2,29174
2020-02-14,3,28784
2020-02-14,4,28125
2020-02-14,5,27680
2020-02-14,6,27378
2020-02-14,7,26915
2020-02-14,8,26532
2020-02-14,9,26272
2020-02-14,10,26207
2020-02-14,11,26947
2020-02-14,12,27850
2020-02-14,13,31070
2020-02-14,14,33539
2020-02-14,15,36189
2020-02-14,16,37251
2020-02-14,17,38110
2020-02-14,18,38220
2020-02-14,19,38123
2020-02-14,20,37809
2020-02-14,21,37336
2020-02-14,22,37047
2020-02-14,23,36917
2020-02-14,24,36494
2020-02-14,25,36645
2020-02-14,26,36517
2020-02-14,27,36328
2020-02-14,28,36183
2020-02-14,29,36248
2020-02-14,30,36227
2020-02-14,31,36695
2020-02-14,32,37293
2020-02-14,33,38264
2020-02-14,34,39160
2020-02-14,35,40502
2020-02-14,36,41575
2020-02-14,37,41429
2020-02-14,38,40751
2020-02-14,39,39887
2020-02-14,40,38794
2020-02-14,41,37599
2020-02-14,42,36242
2020-02-14,43,34400
2020-02-14,44,32670
2020-02-14,45,31076
2020-02-14,46,29671
2020-02-14,47,28076
2020-02-14,48,29285
2020-02-15,1,27072
2020-02-15,2,27293
2020-02-15,3,26912
2020-02-15,4,26016
2020-02-15,5,25306
2020-02-15,6,24895
2020-02-15,7,24359
2020-02-15,8,23722
2020-02-15,9,23029
2020-02-15,10,22773
2020-02-15,11,22698
2020-02-15,12,22773
2020-02-15,13,23823
2020-02-15,14,24725
2020-02-15,15,26167
2020-02-15,16,27052
2020-02-15,17,28660
2020-02-15,18,30144
2020-02-15,19,31743
2020-02-15,20,32089
2020-02-15,21,32864
2020-02-15,22,33214
2020-02-15,23,33609
2020-02-15,24,34023
2020-02-15,25,34102
2020-02-15,26,33958
2020-02-15,27,33899
2020-02-15,28,33746
2020-02-15,29,33511
2020-02-15,30,33431
2020-02-15,31,33544
2020-02-15,32,33508
2020-02-15,33,34053
2020-02-15,34,35142
2020-02-15,35,36629
2020-02-15,36,37216
2020-02-15,37,36839
2020-02-15,38,36316
2020-02-15,39,35375
2020-02-15,40,33759
2020-02-15,41,32387
2020-02-15,42,31187
2020-02-15,43,29610
2020-02-15,44,28206
2020-02-15,45,26865
2020-02-15,46,26087
2020-02-15,47,24726
2020-02-15,48,27241
2020-02-16,1,23864
2020-02-16,2,24297
2020-02-16,3,23701
2020-02-16,4,22949
2020-02-16,5,22222
2020-02-16,6,21686
2020-02-16,7,21095
2020-02-16,8,20496
2020-02-16,9,20335
2020-02-16,10,20231
2020-02-16,11,20341
2020-02-16,12,20476
2020-02-16,13,21475
2020-02-16,14,21978
2020-02-16,15,23010
2020-02-16,16,23645
2020-02-16,17,25399
2020-02-16,18,26728
2020-02-16,19,28394
2020-02-16,20,29540
2020-02-16,21,30798
2020-02-16,22,31594
2020-02-16,23,32181
2020-02-16,24,32800
2020-02-16,25,33332
2020-02-16,26,33735
2020-02-16,27,33534
2020-02-16,28,32796
2020-02-16,29,32324
2020-02-16,30,31954
2020-02-16,31,31936
2020-02-16,32,32178
2020-02-16,33,33010
2020-02-16,34,33919
2020-02-16,35,35337
2020-02-16,36,36759
2020-02-16,37,36966
2020-02-16,38,36221
2020-02-16,39,35135
2020-02-16,40,34259
2020-02-16,41,33367
2020-02-16,42,31876
2020-02-16,43,30826
2020-02-16,44,29150
2020-02-16,45,27530
2020-02-16,46,26443
2020-02-16,47,24455
2020-02-16,48,24147
2020-02-17,1,23674
2020-02-17,2,24138
2020-02-17,3,24104
2020-02-17,4,23583
2020-02-17,5,22925
2020-02-17,6,22770
2020-02-17,7,22475
2020-02-17,8,22163
2020-02-17,9,21969
2020-02-17,10,22097
2020-02-17,11,22997
2020-02-17,12,24332
2020-02-17,13,27324
2020-02-17,14,29536
2020-02-17,15,32054
2020-02-17,16,33330
2020-02-17,17,35084
2020-02-17,18,36082
2020-02-17,19,36311
2020-02-17,20,36062
2020-02-17,21,35955
2020-02-17,22,35615
2020-02-17,23,35120
2020-02-17,24,35298
2020-02-17,25,35651
2020-02-17,26,35092
2020-02-17,27,35148
2020-02-17,28,35038
2020-02-17,29,35051
2020-02-17,30,35096
2020-02-17,31,35704
2020-02-17,32,36346
2020-02-17,33,37111
2020-02-17,34,38339
2020-02-17,35,39945
2020-02-17,36,41304
2020-02-17,37,41593
2020-02-17,38,40988
2020-02-17,39,40160
2020-02-17,40,39155
2020-02-17,41,37901
2020-02-17,42,36396
2020-02-17,43,34691
2020-02-17,44,32679
2020-02-17,45,30719
2020-02-17,46,29123
2020-02-17,47,26860
2020-02-17,48,23724
2020-02-18,1,25465
2020-02-18,2,25861
2020-02-18,3,25553
2020-02-18,4,24932
2020-02-18,5,24521
2020-02-18,6,24310
2020-02-18,7,23941
2020-02-18,8,23603
2020-02-18,9,23379
2020-02-18,10,23686
2020-02-18,11,24682
2020-02-18,12,25897
2020-02-18,13,28843
2020-02-18,14,31425
2020-02-18,15,33745
2020-02-18,16,35065
2020-02-18,17,36098
2020-02-18,18,36573
2020-02-18,19,36776
2020-02-18,20,36625
2020-02-18,21,35871
2020-02-18,22,35455
2020-02-18,23,35251
2020-02-18,24,35300
2020-02-18,25,35540
2020-02-18,26,35517
2020-02-18,27,35789
2020-02-18,28,35864
2020-02-18,29,36351
2020-02-18,30,36844
2020-02-18,31,37654
2020-02-18,32,38364
2020-02-18,33,38775
2020-02-18,34,39697
2020-02-18,35,40673
2020-02-18,36,42238
2020-02-18,37,42327
2020-02-18,38,41787
2020-02-18,39,41283
2020-02-18,40,40112
2020-02-18,41,38564
2020-02-18,42,36898
2020-02-18,43,35707
2020-02-18,44,33521
2020-02-18,45,31499
2020-02-18,46,29638
2020-02-18,47,27659
2020-02-18,48,25678
2020-02-19,1,25976
2020-02-19,2,26222
2020-02-19,3,26041
2020-02-19,4,25428
2020-02-19,5,24815
2020-02-19,6,24611
2020-02-19,7,24383
2020-02-19,8,24303
2020-02-19,9,24487
2020-02-19,10,24770
2020-02-19,11,25620
2020-02-19,12,27100
2020-02-19,13,30066
2020-02-19,14,32868
2020-02-19,15,35520
2020-02-19,16,36738
2020-02-19,17,38075
2020-02-19,18,39028
2020-02-19,19,39466
2020-02-19,20,39414
2020-02-19,21,39611
2020-02-19,22,39536
2020-02-19,23,39585
2020-02-19,24,39623
2020-02-19,25,39989
2020-02-19,26,40010
2020-02-19,27,40035
2020-02-19,28,39911
2020-02-19,29,39948
2020-02-19,30,39858
2020-02-19,31,39681
2020-02-19,32,39813
2020-02-19,33,39921
2020-02-19,34,40793
2020-02-19,35,41822
2020-02-19,36,42683
2020-02-19,37,42387
2020-02-19,38,41899
2020-02-19,39,40959
2020-02-19,40,39448
2020-02-19,41,38020
2020-02-19,42,36438
2020-02-19,43,34783
2020-02-19,44,32939
2020-02-19,45,30336
2020-02-19,46,28500
2020-02-19,47,26783
2020-02-19,48,26496
2020-02-20,1,25359
2020-02-20,2,25837
2020-02-20,3,25364
2020-02-20,4,24723
2020-02-20,5,24021
2020-02-20,6,23758
2020-02-20,7,23411
2020-02-20,8,23010
2020-02-20,9,22744
2020-02-20,10,22703
2020-02-20,11,23596
2020-02-20,12,24764
2020-02-20,13,27844
2020-02-20,14,30195
2020-02-20,15,32780
2020-02-20,16,34111
2020-02-20,17,35505
2020-02-20,18,36576
2020-02-20,19,37266
2020-02-20,20,37756
2020-02-20,21,37972
2020-02-20,22,38196
2020-02-20,23,38586
2020-02-20,24,38729
2020-02-20,25,38815
2020-02-20,26,38400
2020-02-20,27,38200
2020-02-20,28,37263
2020-02-20,29,37138
2020-02-20,30,36798
2020-02-20,31,36276
2020-02-20,32,36450
2020-02-20,33,37065
2020-02-20,34,38140
2020-02-20,35,39592
2020-02-20,36,40960
2020-02-20,37,41657
2020-02-20,38,41351
2020-02-20,39,40622
2020-02-20,40,39709
2020-02-20,41,38393
2020-02-20,42,36897
2020-02-20,43,35146
2020-02-20,44,33131
2020-02-20,45,31207
2020-02-20,46,29734
2020-02-20,47,27526
2020-02-20,48,25730
2020-02-21,1,26151
2020-02-21,2,26580
2020-02-21,3,26179
2020-02-21,4,25452
2020-02-21,5,24710
2020-02-21,6,24703
2020-02-21,7,24264
2020-02-21,8,23830
2020-02-21,9,23516
2020-02-21,10,23618
2020-02-21,11,24405
2020-02-21,12,25532
2020-02-21,13,27976
2020-02-21,14,30437
2020-02-21,15,32934
2020-02-21,16,34453
2020-02-21,17,35858
2020-02-21,18,36891
2020-02-21,19,37359
2020-02-21,20,37432
2020-02-21,21,37359
2020-02-21,22,37136
2020-02-21,23,37202
2020-02-21,24,37377
2020-02-21,25,37560
2020-02-21,26,37543
2020-02-21,27,37223
2020-02-21,28,36917
2020-02-21,29,36726
2020-02-21,30,36430
2020-02-21,31,36337
2020-02-21,32,36445
2020-02-21,33,36276
2020-02-21,34,37080
2020-02-21,35,38366
2020-02-21,36,39501
2020-02-21,37,39754
2020-02-21,38,39267
2020-02-21,39,38381
2020-02-21,40,37204
2020-02-21,41,35469
2020-02-21,42,34243
2020-02-21,43,32694
2020-02-21,44,30894
2020-02-21,45,28961
2020-02-21,46,27721
2020-02-21,47,25770
2020-02-21,48,26475
2020-02-22,1,24518
2020-02-22,2,24892
2020-02-22,3,24370
2020-02-22,4,23510
2020-02-22,5,22748
2020-02-22,6,22512
2020-02-22,7,22088
2020-02-22,8,21583
2020-02-22,9,21069
2020-02-22,10,21047
2020-02-22,11,21316
2020-02-22,12,21578
2020-02-22,13,22917
2020-02-22,14,24083
2020-02-22,15,25486
2020-02-22,16,25989
2020-02-22,17,27958
2020-02-22,18,29146
2020-02-22,19,29893
2020-02-22,20,29834
2020-02-22,21,29879
2020-02-22,22,29803
2020-02-22,23,29923
2020-02-22,24,29985
2020-02-22,25,29879
2020-02-22,26,29871
2020-02-22,27,30026
2020-02-22,28,30114
2020-02-22,29,30156
2020-02-22,30,30497
2020-02-22,31,30823
2020-02-22,32,31309
2020-02-22,33,32120
2020-02-22,34,33406
2020-02-22,35,34759
2020-02-22,36,36418
2020-02-22,37,36474
2020-02-22,38,35926
2020-02-22,39,35228
2020-02-22,40,34102
2020-02-22,41,33279
2020-02-22,42,31851
2020-02-22,43,30423
2020-02-22,44,29257
2020-02-22,45,27850
2020-02-22,46,26854
2020-02-22,47,25288
2020-02-22,48,24900
2020-02-23,1,24473
2020-02-23,2,24512
2020-02-23,3,24392
2020-02-23,4,23926
2020-02-23,5,23639
2020-02-23,6,23289
2020-02-23,7,23100
2020-02-23,8,22685
2020-02-23,9,22352
2020-02-23,10,22450
2020-02-23,11,22560
2020-02-23,12,22786
2020-02-23,13,23442
2020-02-23,14,23761
2020-02-23,15,24572
2020-02-23,16,25213
2020-02-23,17,26614
2020-02-23,18,27599
2020-02-23,19,28959
2020-02-23,20,29809
2020-02-23,21,30427
2020-02-23,22,30328
2020-02-23,23,30190
2020-02-23,24,29922
2020-02-23,25,29608
2020-02-23,26,29317
2020-02-23,27,28898
2020-02-23,28,28677
2020-02-23,29,28824
2020-02-23,30,29363
2020-02-23,31,30312
2020-02-23,32,31354
2020-02-23,33,33004
2020-02-23,34,34760
2020-02-23,35,36651
2020-02-23,36,38263
2020-02-23,37,38752
2020-02-23,38,38225
2020-02-23,39,37651
2020-02-23,40,36902
2020-02-23,41,36233
2020-02-23,42,35283
2020-02-23,43,33753
2020-02-23,44,32074
2020-02-23,45,30660
2020-02-23,46,29253
2020-02-23,47,27442
2020-02-23,48,24635
2020-02-24,1,26122
2020-02-24,2,26523
2020-02-24,3,26179
2020-02-24,4,25808
2020-02-24,5,25503
2020-02-24,6,25014
2020-02-24,7,24178
2020-02-24,8,23626
2020-02-24,9,23506
2020-02-24,10,23571
2020-02-24,11,24225
2020-02-24,12,25616
2020-02-24,13,28811
2020-02-24,14,31637
2020-02-24,15,34505
2020-02-24,16,35832
2020-02-24,17,37324
2020-02-24,18,37809
2020-02-24,19,38561
2020-02-24,20,38882
2020-02-24,21,38871
2020-02-24,22,39000
2020-02-24,23,39094
2020-02-24,24,39089
2020-02-24,25,39044
2020-02-24,26,38939
2020-02-24,27,38775
2020-02-24,28,37959
2020-02-24,29,37775
2020-02-24,30,37504
2020-02-24,31,37338
2020-02-24,32,38225
2020-02-24,33,38922
2020-02-24,34,39639
2020-02-24,35,40489
2020-02-24,36,41391
2020-02-24,37,41925
2020-02-24,38,41487
2020-02-24,39,40558
2020-02-24,40,39073
2020-02-24,41,37761
2020-02-24,42,36211
2020-02-24,43,34409
2020-02-24,44,32529
2020-02-24,45,30857
2020-02-24,46,28897
2020-02-24,47,26969
2020-02-24,48,26518
2020-02-25,1,25654
2020-02-25,2,26020
2020-02-25,3,25918
2020-02-25,4,25556
2020-02-25,5,25143
2020-02-25,6,24877
2020-02-25,7,24509
2020-02-25,8,24394
2020-02-25,9,24288
2020-02-25,10,24574
2020-02-25,11,25757
2020-02-25,12,27016
2020-02-25,13,30293
2020-02-25,14,33390
2020-02-25,15,36173
2020-02-25,16,37208
2020-02-25,17,37651
2020-02-25,18,37092
2020-02-25,19,37151
2020-02-25,20,37154
2020-02-25,21,36768
2020-02-25,22,36330
2020-02-25,23,36406
2020-02-25,24,36356
2020-02-25,25,36793
2020-02-25,26,36561
2020-02-25,27,37079
2020-02-25,28,37153
2020-02-25,29,37289
2020-02-25,30,37357
2020-02-25,31,37944
2020-02-25,32,38976
2020-02-25,33,40015
2020-02-25,34,40840
2020-02-25,35,41823
2020-02-25,36,42817
2020-02-25,37,43337
2020-02-25,38,43204
2020-02-25,39,42846
2020-02-25,40,42143
2020-02-25,41,41039
2020-02-25,42,39635
2020-02-25,43,37617
2020-02-25,44,35588
2020-02-25,45,33305
2020-02-25,46,31161
2020-02-25,47,28956
2020-02-25,48,25998
2020-02-26,1,27429
2020-02-26,2,27648
2020-02-26,3,27316
2020-02-26,4,26847
2020-02-26,5,26392
2020-02-26,6,26099
2020-02-26,7,25886
2020-02-26,8,25456
2020-02-26,9,25343
2020-02-26,10,25695
2020-02-26,11,26570
2020-02-26,12,27814
2020-02-26,13,31203
2020-02-26,14,34327
2020-02-26,15,36997
2020-02-26,16,38262
2020-02-26,17,38160
2020-02-26,18,37863
2020-02-26,19,38028
2020-02-26,20,37534
2020-02-26,21,36836
2020-02-26,22,36602
2020-02-26,23,36907
2020-02-26,24,36684
2020-02-26,25,36424
2020-02-26,26,35973
2020-02-26,27,35846
2020-02-26,28,35265
2020-02-26,29,35222
2020-02-26,30,35300
2020-02-26,31,35817
2020-02-26,32,37061
2020-02-26,33,38755
2020-02-26,34,40266
2020-02-26,35,41232
2020-02-26,36,42617
2020-02-26,37,44200
2020-02-26,38,44327
2020-02-26,39,43861
2020-02-26,40,43125
2020-02-26,41,42156
2020-02-26,42,40576
2020-02-26,43,38632
2020-02-26,44,36538
2020-02-26,45,34307
2020-02-26,46,32261
2020-02-26,47,30236
2020-02-26,48,27704
2020-02-27,1,28809
2020-02-27,2,29201
2020-02-27,3,28993
2020-02-27,4,28419
2020-02-27,5,28001
2020-02-27,6,27986
2020-02-27,7,27859
2020-02-27,8,27223
2020-02-27,9,27174
2020-02-27,10,27558
2020-02-27,11,28128
2020-02-27,12,29527
